0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
16603789,16614101,16728800,16680471,16772172,16792283,17034447,17177184,16957076,17294368,16946769,17056987,17178297,17157165,17251547,20162615,17999323,20368320,20569952,20585968,20585442
16603854,16614610,16729932,16680572,16773719,16792439,17035571,17181162,16958653,17295090,16947037,17061972,17180217,17160143,17252313,20170165,18032787,20376909,20572946,20591810,20585629
16604129,16615361,16730502,16680989,16774608,16793418,17041091,17187424,16958782,17303720,16947064,17068605,17180629,17161649,17253922,20221916,18114502,20378195,20573840,20592074,20586292
16604161,16616274,16731484,16682017,16775089,16794347,17047603,17190634,16958837,17306727,16948134,17069739,17187283,17164935,17254222,20222032,18164277,20394164,20574113,20592283,20588243
16604206,16616601,16731531,16682158,16775978,16794856,17053575,17191061,16959181,17308811,16948761,17075602,17195229,17189613,17256340,20244946,18204005,20418108,20576686,20592295,20589003
16604301,16616983,16732841,16684198,16776175,16794879,17059286,17194662,16959812,17313963,16949326,17078300,17196330,17191656,17258147,20250078,18217298,20418163,20576728,20593134,20590403
16604483,16618098,16732907,16684558,16776518,16796243,17063507,17195147,16961771,17319686,16949693,17079800,17200698,17195864,17263157,20264465,18221949,20420078,20577550,20593894,20591811
16604586,16618285,16733029,16684997,16777365,16796955,17066346,17195227,16963137,17323549,16950547,17080053,17202664,17196083,17263652,20274468,18228776,20428249,20579307,20594659,20593403
16605242,16619999,16733127,16685652,16777806,16797425,17068088,17204245,16963928,17335880,16951517,17090578,17205083,17196884,17266564,20297853,18253172,20432993,20584578,20595324,20595684
16605313,16621181,16733821,16686285,16777863,16797638,17068780,17208862,16964015,17351060,16951793,17093287,17206989,17205679,17267398,20305618,18270909,20439911,20587077,20597249,20596676
16605499,16621326,16733938,16686923,16778786,16797699,17071354,17209979,16968084,17353548,16955265,17100901,17208960,17222488,17268750,20322551,18288748,20440007,20588012,20597512,20596799
16605627,16621744,16734004,16690704,16779276,16798726,17072667,17213183,16968196,17364775,16956571,17104210,17215810,17222690,17270236,20336389,18325755,20444440,20590245,20603067,20597664
16606150,16621817,16734256,16691075,16779302,16798767,17076450,17215442,16969524,17408786,16957413,17107399,17216257,17239961,17272050,20337361,18342090,20446000,20593297,20604044,20598440
16606341,16622583,16735964,16692091,16779821,16800357,17077925,17222863,16970960,17412040,16957615,17107873,17219759,17242562,17275337,20340918,18369723,20449271,20596403,20604634,20598463
16606971,16622680,16736220,16692567,16779931,16800605,17078070,17223984,16974143,17431841,16958117,17110474,17224669,17255361,17275419,20344445,18403374,20449588,20596859,20606598,20598604
16607050,16623532,16739333,16693323,16780011,16801570,17080624,17227601,16975047,17436439,16960534,17110816,17227584,17255487,17283612,20346035,18412462,20458579,20600154,20606621,20601473
16607477,16623938,16739708,16693388,16780789,16801778,17083986,17229792,16975201,17455842,16961332,17112936,17228734,17259326,17288305,20360008,18459266,20462393,20601760,20606824,20602791
16607780,16624088,16740086,16693439,16781449,16802205,17084037,17231510,16975648,17457904,16961388,17117340,17231998,17260321,17299150,20360426,18494386,20466836,20601976,20609986,20606979
16608115,16624463,16741827,16697562,16782039,16802578,17084658,17233524,16975891,17461501,16964864,17117549,17233321,17264091,17299809,20360516,18503261,20472495,20602858,20616008,20608875
16608356,16624523,16744078,16697619,16783677,16802769,17086497,17233877,16978416,17486021,16965133,17123679,17233885,17291014,17299886,20367487,18579582,20474900,20604365,20616271,20613847
16610227,16624732,16745958,16697841,16784883,16803279,17087175,17239246,16978776,17488776,16965380,17129263,17240947,17297503,17306288,20375619,18642945,20480305,20605400,20616934,20614301
16610546,16627020,16746357,16698029,16785913,16803672,17089178,17239417,16984668,17500391,16965956,17134240,17243503,17298227,17315701,20379067,18692096,20482091,20606817,20617888,20615221
16611154,16627840,16746939,16698678,16787312,16803732,17090067,17247797,16986287,17540221,16966182,17137722,17245968,17309840,17323775,20387141,18696187,20489400,20607107,20618661,20616429
16611655,16628143,16747332,16699317,16787435,16803879,17094142,17248395,16991482,17549774,16966407,17141390,17246519,17314784,17329150,20394998,18707487,20492507,20607785,20618939,20616441
16611689,16628147,16747381,16699353,16787751,16803920,17094519,17261194,16993288,17552841,16970231,17150423,17246522,17315918,17354448,20397284,18709317,20494544,20610341,20619342,20616542
16612429,16628729,16747487,16699460,16787807,16803928,17095411,17270741,17000476,17555862,16972414,17151807,17246784,17317647,17362026,20411564,18714643,20496809,20611593,20623012,20617587
16612569,16628760,16747821,16700321,16788864,16805097,17096597,17281747,17004649,17555973,16977237,17154974,17252358,17321700,17364032,20412793,18726242,20498875,20618545,20623378,20617771
16612818,16628956,16748154,16701204,16790078,16805149,17098675,17286498,17006685,17561134,16978442,17156665,17252953,17328732,17366470,20412973,18726870,20500151,20619564,20623644,20619036
16613588,16629535,16748745,16701857,16790732,16805730,17098775,17317834,17007310,17564127,16978605,17161731,17255718,17329039,17367103,20415106,18748695,20503349,20621931,20624157,20619703
16613645,16631687,16749052,16702734,16792146,16806144,17099607,17320471,17010785,17569022,16981834,17164473,17258467,17329050,17371464,20416338,18753299,20506050,20623690,20624284,20620450
16613709,16631769,16749661,16703830,16793042,16807566,17100402,17322942,17012133,17572390,16983287,17165895,17260698,17330743,17371697,20419010,18756301,20506269,20624885,20624368,20622494
16613953,16631843,16749662,16704682,16794216,16807643,17100794,17327041,17012338,17580022,16984312,17168965,17263118,17337625,17378630,20425997,18768355,20510892,20625038,20626487,20624323
16614416,16632583,16749820,16705100,16795338,16807943,17105138,17327881,17013571,17583517,16987339,17170845,17263170,17339339,17393691,20435084,18768931,20519172,20625395,20628485,20625375
16614468,16632682,16749887,16705144,16797799,16809735,17105816,17329390,17014696,17587235,16988007,17173584,17270184,17348126,17410187,20437950,18770480,20522659,20628693,20629644,20627283
16614499,16633578,16751224,16706225,16798802,16810889,17105874,17341326,17015028,17588123,16988268,17179096,17270343,17407424,17424957,20438222,18775856,20524840,20629851,20633328,20628945
16614758,16635277,16751525,16706500,16799888,16811234,17107098,17342998,17016253,17601736,16990339,17181817,17271257,17409024,17444307,20442971,18802402,20529510,20631544,20635031,20630595
16615294,16636220,16751816,16707019,16801870,16812231,17108096,17343991,17017562,17623662,16990709,17183575,17272224,17421723,17451940,20447405,18808352,20531304,20632970,20636195,20630669
16615398,16637163,16752126,16707943,16802977,16813372,17108196,17349124,17018515,17635619,16990915,17183939,17274973,17434096,17459419,20449554,18817404,20532658,20634620,20637534,20630786
16615672,16637532,16752180,16708778,16802993,16813680,17108975,17350216,17021042,17642996,16992029,17184380,17285488,17461835,17468671,20455447,18839254,20532687,20638154,20640462,20636696
16616600,16638398,16752681,16709743,16803087,16813688,17109834,17356998,17022469,17667131,16993063,17185646,17295930,17472074,17484895,20463395,18863044,20535408,20638431,20641283,20637452
16617123,16639836,16752786,16711812,16804005,16814820,17111316,17358034,17023491,17668388,16993142,17185968,17317250,17477138,17487066,20463444,18863099,20536264,20641897,20643792,20639079
16617240,16640589,16753323,16712134,16805325,16814862,17111379,17368225,17023902,17713013,16993570,17188677,17324324,17480810,17496965,20466930,18900378,20536448,20641968,20644831,20640337
16617785,16642639,16753577,16714500,16805409,16815249,17111454,17369094,17025180,17717833,16994426,17189891,17336631,17484313,17509083,20473799,18905214,20537256,20642691,20646001,20640928
16617901,16643030,16753631,16715135,16806508,16815421,17111762,17372068,17027723,17723539,16995670,17198341,17349186,17533466,17509521,20475552,18921623,20537885,20644588,20648805,20642546
16618294,16644365,16756006,16717152,16807292,16816335,17113864,17384344,17029484,17763719,16995982,17198415,17354114,17567601,17530519,20476330,18970387,20538895,20645001,20650875,20642957
16619018,16644704,16756964,16718121,16807389,16817058,17116511,17386109,17031014,17773676,16996879,17200518,17361164,17587184,17535451,20481825,18981005,20542979,20645353,20653776,20643050
16619260,16644829,16756976,16718486,16807498,16818565,17121301,17396696,17031072,17778163,16997148,17203359,17361609,17618785,17547976,20489425,18984406,20543492,20646494,20655130,20643811
16619555,16644947,16757791,16718833,16807879,16818677,17123948,17397790,17031693,17783653,16998395,17204528,17369689,17646127,17553001,20491022,19015967,20544299,20646792,20655227,20645856
16619770,16644972,16758407,16719002,16808044,16820124,17124028,17402806,17034629,17792862,17000652,17209844,17370481,17696223,17565039,20497784,19016200,20546172,20647401,20655824,20647442
16620656,16645429,16758434,16719808,16809083,16820392,17125761,17403255,17036422,17797981,17001582,17210706,17382539,17767869,17565114,20498081,19023197,20549978,20651209,20656170,20648619
16620805,16646295,16758735,16719898,16809101,16820830,17127653,17413965,17043166,17798001,17002707,17213794,17383538,17787920,17565337,20498603,19032783,20551735,20652297,20656669,20649646
16621904,16646550,16759191,16720482,16809461,16820943,17134199,17421510,17043778,17800761,17003836,17215667,17402681,17804102,17572016,20500028,19105058,20554274,20652762,20657289,20649834
16621933,16646898,16760873,16722190,16809630,16821408,17134387,17435679,17045797,17816750,17004865,17215715,17415195,17837563,17575312,20501249,19108495,20562294,20654060,20657665,20650277
16622321,16647027,16761027,16722493,16810044,16822581,17134921,17439240,17046442,17852461,17006840,17218380,17426451,17879947,17576631,20501951,19108513,20562829,20655595,20658055,20655047
16622374,16647199,16761124,16722682,16810495,16822766,17135736,17440460,17048333,17861192,17007385,17219096,17441887,17894735,17615984,20502854,19243876,20567545,20657973,20662569,20658593
16624304,16648479,16761490,16724066,16810763,16824954,17137416,17447037,17048829,17872068,17008972,17219429,17452261,17899484,17617884,20507873,19258167,20567602,20660536,20662696,20660440
16624940,16648859,16762153,16724927,16810791,16825300,17138260,17448819,17050804,17873883,17009443,17224954,17456997,17912194,17620794,20509449,19259675,20571709,20661733,20663837,20664294
16625441,16649305,16762460,16725008,16810953,16828359,17139127,17456616,17050861,17878888,17012405,17229476,17462169,17925846,17667231,20513492,19418536,20573860,20662274,20664317,20667191
16626102,16651783,16763043,16725521,16811034,16828567,17141213,17463075,17052001,17890059,17012728,17231701,17467174,17942318,17678945,20516528,19642136,20575994,20664668,20665133,20670003
16627260,16652846,16763108,16725603,16814836,16828671,17141749,17463654,17055330,17902692,17014300,17233516,17485433,17964784,17694820,20525520,19945922,20576541,20665414,20665139,20670319
16627689,16652978,16763312,16726489,16815831,16828941,17145337,17466098,17055782,17920120,17014483,17234412,17489615,17986560,17709979,20534268,19991277,20576750,20670473,20667200,20671166
16627916,16653400,16764922,16726761,16816085,16830280,17146326,17471856,17056097,17924809,17023379,17242247,17496002,17997319,17735623,20535023,19995807,20577363,20672027,20670839,20671195
16628618,16653502,16766194,16726796,16816390,16832000,17146462,17486550,17059493,17935492,17023514,17246723,17502605,17997605,17756329,20536204,20032774,20577758,20675889,20672451,20671969
16630756,16654735,16766376,16727408,16816821,16832050,17148925,17510621,17061153,17935583,17024339,17247630,17524184,18001756,17783994,20542948,20033508,20579882,20676442,20675856,20672982
16630792,16655055,16767780,16727483,16817609,16832656,17149101,17510824,17063257,17939060,17025245,17256716,17533019,18024070,17800179,20544597,20053088,20581572,20676651,20681101,20678669
16630860,16657338,16769257,16727766,16820109,16833429,17149935,17510953,17067361,17950193,17028326,17265641,17539844,18075241,17804302,20546169,20080195,20581712,20678984,20681204,20678776
16631812,16657390,16769852,16727967,16820197,16834713,17150748,17513625,17067781,17957644,17029255,17278118,17548659,18180862,17804679,20546354,20109176,20583893,20680034,20682424,20680498
16631890,16659008,16770682,16728159,16820453,16834737,17151964,17515470,17069425,17983121,17030961,17278299,17564875,18224436,17842210,20548670,20165061,20584999,20680121,20685384,20681779
16631957,16659169,16771176,16728618,16821871,16836639,17153058,17519864,17070143,17992061,17031019,17279230,17586280,18282536,17873309,20553648,20199901,20585218,20682401,20686814,20684873
16632313,16659205,16771994,16729335,16822478,16836689,17153482,17523734,17070427,18004032,17035500,17279900,17589261,18289817,17896558,20553742,20208596,20586370,20684278,20687155,20688280
16632335,16660295,16772628,16729627,16823095,16838002,17153896,17524075,17070499,18028226,17040157,17282961,17613812,18292142,17940484,20554597,20240840,20586545,20685549,20687164,20688757
16633184,16663612,16773337,16730638,16823199,16838415,17155293,17526576,17082539,18039124,17041572,17283620,17616901,18315926,17976933,20555637,20265292,20586551,20686175,20688139,20690635
16634608,16663986,16774474,16732474,16824689,16841624,17156333,17538518,17091370,18062193,17044486,17285401,17620289,18351747,18003459,20556293,20274810,20588562,20686652,20688161,20690887
16634680,16664102,16774987,16732749,16825424,16841868,17159361,17545923,17101269,18071208,17046206,17289728,17620746,18359500,18062999,20560061,20284493,20588851,20689408,20691623,20693977
16635042,16666033,16775130,16733048,16826290,16843051,17160980,17546812,17103679,18080147,17048498,17291332,17623019,18404105,18201630,20560743,20290988,20592989,20693676,20691735,20695883
16635385,16667434,16775529,16734026,16826550,16843695,17165996,17546905,17103744,18088458,17052560,17291986,17631794,18420286,18259481,20561159,20302359,20595257,20696094,20692271,20696430
16635686,16668726,16775599,16735174,16827027,16843971,17166165,17549940,17104191,18091115,17057638,17324033,17632855,18434194,18313146,20562586,20308585,20596489,20697708,20693702,20704882
16636451,16669057,16775794,16735337,16828983,16846296,17172290,17552226,17113187,18110362,17065955,17348753,17658285,18462377,18386087,20563018,20309866,20597980,20698302,20693872,20706694
16637483,16669652,16776316,16735377,16829121,16846312,17173243,17555258,17118624,18118279,17066419,17355999,17658522,18495279,18430504,20563459,20329013,20598991,20703942,20693876,20707046
16638048,16670442,16777052,16737690,16829356,16846358,17173719,17561714,17119366,18185148,17068091,17367748,17662848,18523903,18556594,20564059,20331663,20599322,20704952,20694439,20707955
16638165,16671001,16777091,16739075,16830512,16849436,17175099,17567181,17121224,18205158,17069452,17370485,17672694,18527595,18634514,20566063,20333018,20600421,20706196,20697291,20711312
16638647,16672179,16777323,16739218,16831963,16849664,17175364,17571312,17124060,18210072,17071200,17421603,17696945,18571031,18658528,20566890,20333557,20604966,20708076,20698051,20713010
16638804,16673780,16778368,16739752,16832284,16850524,17176980,17571602,17127516,18210943,17072135,17463915,17704351,18573479,18666336,20575296,20344053,20614127,20710172,20698475,20715579
16638873,16674354,16778398,16740266,16833807,16852447,17177232,17578575,17127823,18246269,17072410,17475034,17727180,18576428,18691510,20578515,20359361,20614340,20711290,20700072,20717133
16639780,16675014,16778889,16740363,16834548,16853885,17177404,17583166,17128247,18260144,17078010,17485506,17727856,18577195,18773396,20579148,20366400,20614633,20712424,20701740,20717911
16640377,16675297,16779885,16740376,16836299,16853888,17177844,17592477,17130856,18311011,17079357,17533203,17740690,18577695,18788324,20582847,20368834,20616815,20712823,20702234,20718431
16641282,16675372,16780042,16740478,16836580,16854750,17177926,17594452,17140958,18312035,17081685,17549103,17752297,18577855,18803804,20584356,20395787,20617501,20714266,20703596,20719986
16641314,16676155,16782399,16742312,16837249,16855281,17179161,17597722,17141315,18349050,17084931,17598207,17862645,18602184,18818269,20584935,20397684,20620959,20714535,20704944,20721523
16641324,16676902,16782617,16743418,16838586,16855345,17182253,17612703,17146120,18355387,17086004,17639247,17918135,18685334,18831270,20585486,20399946,20621698,20714851,20712524,20728046
16641827,16677006,16783707,16744309,16839250,16855438,17183949,17617685,17146161,18365665,17092570,17652629,17946642,18710856,18850609,20586156,20411692,20629018,20714862,20712564,20728365
16642051,16677180,16784146,16744705,16841433,16855728,17185676,17640605,17150379,18405258,17092583,17686299,17953114,18715294,18850664,20586964,20413117,20629678,20716084,20713141,20728517
16642178,16677570,16784197,16745301,16841791,16856004,17188660,17651701,17161511,18424548,17094712,17702268,17953364,18720842,18862769,20587393,20414170,20630165,20720425,20714511,20729138
16642364,16679332,16784327,16746939,16843502,16856537,17188702,17653425,17168169,18428168,17094835,17705233,17954293,18738028,18870932,20593091,20415214,20630202,20720746,20715234,20731664
16642774,16679475,16784513,16747015,16844404,16856681,17190070,17654662,17169363,18433394,17096399,17762801,18031565,18798901,18883045,20594017,20417826,20634594,20723191,20715893,20731909
16643095,16679795,16785564,16747399,16845133,16858241,17191042,17672729,17175283,18447860,17096885,17785834,18046713,18819976,18884086,20598235,20417998,20641147,20727049,20718521,20732965
16644468,16679870,16785946,16747438,16845932,16859511,17191689,17676268,17175342,18520884,17098278,17791841,18049019,18830114,18890456,20601786,20420578,20643636,20728748,20718638,20733599
16644810,16681113,16787135,16747602,16846003,16859853,17193694,17678954,17192534,18564629,17099445,17801124,18065748,18832825,18904266,20602295,20423612,20644619,20729239,20718737,20733804
16644825,16682277,16787588,16747652,16846251,16859913,17193754,17686650,17194955,18602286,17100156,17810931,18074114,18842337,18930808,20605616,20424699,20648432,20729531,20719496,20733931
16645104,16682777,16788156,16748460,16847317,16860752,17195626,17713216,17204155,18636429,17100240,17859792,18092394,18870312,18933062,20606481,20429892,20649070,20729800,20721459,20733984
16645114,16682805,16788790,16749207,16847755,16861103,17197343,17749739,17210738,18653942,17100313,17877926,18121554,18889045,18945101,20606482,20437374,20651445,20732337,20721919,20738504
16645908,16683425,16788865,16749283,16848422,16861347,17197571,17788697,17221003,18695208,17101677,17919100,18152279,18900805,18954844,20608081,20445923,20652696,20734869,20722436,20739147
16646088,16683456,16789333,16749565,16849037,16861581,17197850,17789239,17223583,18742527,17102298,17948970,18165799,18911470,18981628,20609165,20446467,20653025,20735411,20723604,20739437
16647017,16683493,16789857,16750470,16849299,16862669,17198365,17821660,17242506,18764033,17103259,17966983,18210434,18911641,18982027,20615765,20454267,20655513,20735648,20724151,20742228
16647050,16685029,16790256,16750532,16849472,16863009,17198930,17825490,17247601,18791033,17104599,17967450,18215547,18937631,18991619,20617956,20456527,20656901,20736195,20724159,20742797
16647228,16685334,16790693,16750802,16850595,16865509,17199061,17838042,17247743,18801017,17107570,17974035,18302029,18942482,19000083,20619562,20459050,20657550,20737757,20725225,20743884
16647454,16685940,16794160,16753200,16851166,16866538,17199089,17890442,17252141,18817550,17109238,17976265,18304115,18972222,19011900,20620627,20459356,20658123,20738255,20725479,20743960
16647460,16686220,16794228,16754339,16851721,16866998,17199692,17937368,17254522,18858616,17113397,18013555,18313614,18979132,19038066,20623813,20460303,20658496,20738579,20725682,20746430
16647810,16686435,16794275,16754518,16851789,16867559,17200508,17942766,17255743,18878293,17131279,18045234,18345100,18996919,19054294,20623864,20460599,20659467,20738840,20726331,20746943
16647905,16686638,16794886,16756013,16852616,16867597,17201217,17975964,17261565,18879506,17136667,18062027,18410845,19027973,19099084,20624875,20461615,20660025,20739430,20726587,20747202
16648387,16686878,16798190,16757226,16852937,16869613,17201667,17977374,17264137,18885171,17139488,18079334,18415690,19075290,19115324,20628408,20468289,20660391,20740220,20727726,20747302
16648890,16689430,16798394,16758745,16853016,16869725,17202047,17991822,17266551,18895778,17142560,18090628,18439006,19089644,19148943,20631764,20469080,20667628,20741242,20728753,20748603
16649300,16689541,16798404,16758754,16853735,16870159,17202772,18015967,17273514,18899265,17145187,18144042,18460957,19094524,19162618,20640267,20473772,20670637,20741537,20730023,20748722
16649791,16689824,16800168,16759045,16854522,16871134,17205005,18045257,17273589,18933181,17147791,18150207,18470190,19104896,19189640,20641918,20475407,20670904,20741679,20731195,20749477
16650917,16690120,16801550,16760191,16855944,16871636,17205664,18073457,17283072,18936899,17149444,18200249,18477993,19116440,19245682,20644615,20475613,20671744,20743850,20731794,20750525
16651288,16690278,16802379,16760568,16856043,16871692,17206654,18101966,17285662,18953557,17151907,18290633,18485703,19175303,19247952,20646161,20477753,20672182,20744565,20732069,20752852
16651415,16691134,16802419,16763477,16857550,16871965,17208433,18152080,17288397,19012205,17152973,18356154,18500254,19378936,19283292,20648277,20484858,20672432,20744639,20733550,20756128
16651591,16691877,16803626,16763715,16858030,16872160,17213660,18167563,17290909,19037954,17157431,18412060,18578886,19720376,19303903,20650308,20486497,20673863,20746544,20733605,20756152
16653425,16693322,16803769,16763769,16858082,16872788,17214560,18193693,17302558,19038553,17160743,18417780,18591059,19827291,19513582,20650315,20493589,20676397,20748896,20734331,20756995
16657411,16693643,16804774,16764038,16858197,16873339,17216009,18197069,17302784,19087494,17163838,18443858,18602231,19857468,19528501,20651228,20497691,20676657,20749097,20734641,20759862
16659179,16694131,16805083,16764193,16858292,16874792,17217557,18277298,17306141,19098585,17163939,18466844,18699072,19874874,19531689,20652825,20501760,20678287,20750193,20738242,20760554
16659526,16694541,16805544,16764509,16858893,16874886,17217730,18285885,17318120,19109870,17164821,18534520,18733038,19894361,19638364,20654231,20504518,20680291,20751376,20738846,20761715
16660408,16694702,16805635,16764624,16859150,16875197,17218826,18296728,17325652,19308540,17167989,18560710,18846490,19962009,19828866,20654242,20507850,20680736,20751900,20739381,20764843
16661231,16694763,16805751,16765124,16859690,16876752,17220018,18309381,17329742,19397652,17169381,18578692,18867998,19993083,19851728,20654526,20507985,20680822,20758222,20740449,20765525
16661283,16694913,16806196,16765137,16860043,16878339,17224399,18323029,17348580,19880736,17174020,18587038,18882817,20016523,19874950,20659570,20508806,20686489,20758825,20740567,20765551
16662680,16695657,16806480,16766964,16861001,16878992,17225436,18379192,17349149,19889163,17175421,18595148,18887072,20034704,19905233,20660170,20509845,20691545,20759186,20740765,20766590
16663320,16695867,16806619,16767754,16862079,16881333,17225935,18396650,17349725,19926618,17179848,18626801,18910916,20050147,19953492,20660189,20514151,20700421,20759187,20741052,20766680
16664109,16695931,16807756,16767812,16863715,16881884,17227480,18433859,17361070,20040813,17181351,18656402,18932093,20085891,20033842,20662916,20514903,20710298,20760639,20742042,20766858
16664319,16696014,16807981,16767827,16865618,16882036,17228140,18458837,17370875,20115312,17184990,18702596,18958100,20168919,20075228,20664927,20518391,20713135,20767550,20743557,20768525
16665028,16696088,16808165,16769470,16865802,16882080,17228991,18474315,17381985,20115679,17188483,18726650,18959075,20188440,20122121,20665751,20519789,20713340,20768465,20744630,20769381
16666537,16697152,16808814,16769517,16867025,16882482,17229131,18492237,17390119,20117432,17192024,18753288,18969614,20189054,20178667,20668706,20522602,20713749,20768778,20746394,20770219
16666575,16697944,16809167,16771147,16870390,16882547,17230229,18537547,17392986,20190617,17194018,18758321,18971364,20198137,20207119,20671509,20529882,20715128,20770160,20747680,20771607
16666885,16698100,16809807,16771786,16870854,16882841,17230914,18558774,17394917,20215890,17195504,18760485,18972508,20202440,20289883,20672827,20530577,20716086,20770906,20748035,20774452
16667370,16699691,16810116,16771893,16871405,16883535,17233293,18600796,17409339,20229127,17201127,18775506,18980475,20235296,20293282,20673249,20530768,20716848,20771689,20748764,20774879
16667945,16701024,16810926,16775088,16871841,16884332,17233540,18630241,17430554,20240696,17205574,18797369,18994890,20237418,20309396,20673594,20535397,20720748,20771829,20750357,20776103
16668058,16701248,16812450,16776297,16872392,16885119,17237620,18658776,17441537,20247926,17209778,18815230,19027197,20241681,20322929,20674437,20547186,20722254,20772089,20752272,20776243
16668525,16702630,16813586,16777122,16872911,16885990,17240276,18705208,17442524,20258533,17219055,18818537,19063131,20244553,20332479,20676302,20554800,20729580,20775451,20753012,20776257
16669325,16704496,16814681,16777595,16873426,16886230,17241611,18716360,17444630,20263187,17221877,18856076,19063207,20254740,20333778,20676307,20559457,20731292,20776063,20757686,20776809
16669347,16704903,16814883,16779565,16874165,16886335,17242025,18726411,17451147,20278457,17223544,18886393,19083546,20285049,20333814,20676877,20561389,20731695,20777752,20758659,20778042
16670217,16705459,16815826,16780369,16874434,16887750,17243565,18735547,17462897,20303480,17229919,18929696,19175428,20287812,20341548,20677356,20565592,20732380,20779509,20758845,20779631
16670358,16705490,16817256,16780452,16875625,16887828,17244847,18739562,17507406,20304189,17233854,18940084,19202363,20298358,20348978,20677692,20568950,20733961,20779738,20760260,20781422
16671274,16705931,16817315,16780588,16876193,16888120,17247291,18756766,17523793,20307764,17239180,18942154,19247081,20299253,20355568,20677740,20570021,20735677,20780169,20760693,20782501
16671440,16706435,16817321,16780641,16876286,16888187,17248564,18757083,17531486,20308365,17242347,18952626,19301441,20322830,20359702,20677920,20570999,20735916,20781492,20760707,20783554
16672230,16706519,16818285,16781060,16876833,16888630,17249508,18760219,17570052,20319325,17245470,18962500,19320979,20339000,20373667,20679196,20573018,20736026,20781508,20761324,20785538
16673476,16707223,16818319,16782030,16877114,16888842,17250145,18761796,17585031,20327198,17246515,18989609,19330294,20346567,20383326,20679544,20573645,20736596,20781594,20763704,20785703
16673735,16708227,16818388,16782544,16877387,16889654,17251467,18762235,17595330,20363206,17248748,19022451,19352757,20351450,20387853,20681500,20577168,20737426,20785483,20767132,20787754
16674920,16709391,16819887,16783396,16879004,16889809,17252740,18775649,17606528,20363662,17249549,19146822,19369812,20361287,20392512,20682588,20578864,20741020,20786484,20768875,20788423
16676394,16709415,16819936,16784870,16879404,16890415,17253086,18811642,17617895,20378057,17259481,19273787,19370024,20379321,20408495,20682676,20579671,20741282,20788765,20771061,20788546
16677920,16709505,16820230,16785053,16879858,16890528,17258317,18850518,17632570,20385915,17262644,19445577,19415478,20380287,20418541,20684301,20582485,20742156,20789337,20771554,20793065
16678874,16709714,16820618,16786692,16880486,16891377,17258394,18859434,17694286,20390969,17268872,19455881,19422771,20385140,20423267,20685656,20586057,20742532,20790802,20774537,20795680
16680349,16710002,16821232,16788337,16882085,16891552,17262616,18860894,17697819,20398245,17272953,19493386,19423345,20387266,20436818,20686000,20586376,20743661,20792226,20774691,20798106
16681664,16712879,16821632,16789979,16882843,16891719,17265019,18866019,17699946,20400217,17280773,19770657,19424822,20389568,20440728,20690116,20588380,20744826,20795411,20775450,20798663
16682324,16713625,16821802,16790880,16883418,16892810,17268152,18869240,17727660,20404063,17286671,19819724,19429082,20394242,20440788,20690198,20590549,20745497,20795475,20775649,20798701
16682388,16714274,16822378,16791705,16883797,16893603,17271321,18877504,17729027,20409023,17291253,19876594,19433289,20395577,20440955,20690306,20594344,20748923,20801146,20776745,20800133
16683306,16714318,16822485,16792530,16886300,16894026,17271450,18882759,17732634,20421570,17293302,19927151,19445910,20398060,20444431,20691615,20594517,20749077,20801571,20777392,20801402
16684859,16715676,16822492,16793339,16887555,16894049,17271540,18886169,17736764,20423261,17293989,19939634,19451143,20402831,20456458,20693674,20594883,20749234,20801694,20778738,20803125
16684934,16716141,16824424,16793553,16887805,16894494,17271788,18890131,17738166,20424248,17294145,19993097,19455432,20421586,20461231,20697890,20595909,20750674,20802866,20780787,20804435
16685299,16716304,16825019,16794032,16888123,16895592,17273994,18892132,17740065,20435468,17298109,19994775,19464795,20429634,20461880,20700874,20596977,20752023,20804690,20781728,20808680
16685471,16716353,16825312,16794519,16888300,16896992,17274555,18905026,17743604,20443325,17299067,20031636,19469045,20431886,20462053,20702709,20597897,20752145,20804923,20783222,20811133
16685818,16716441,16825934,16795709,16888326,16897837,17277009,18915929,17755964,20450976,17300858,20082635,19476544,20433715,20466519,20702824,20600577,20755605,20811483,20783387,20814302
16687146,16716833,16825976,16796551,16889961,16899543,17278582,18928477,17771589,20462478,17300941,20116638,19477259,20435497,20470116,20702867,20601466,20756866,20811617,20783411,20818108
16687531,16717433,16827140,16796795,16890196,16900585,17278822,18947663,17774858,20463738,17303165,20157444,19482903,20436324,20481417,20703335,20610749,20757891,20812620,20783507,20818530
16687567,16718646,16829366,16797334,16891243,16903123,17279806,18960417,17780617,20465360,17326798,20169121,19483055,20437527,20483207,20704131,20611600,20759966,20815694,20783774,20820292
16689629,16720582,16829375,16798239,16891837,16904286,17282996,18977304,17789691,20471488,17327766,20231982,19483698,20441879,20486620,20704745,20612224,20760726,20816420,20783899,20825035
16690721,16721510,16829393,16799204,16892176,16905372,17283069,18979997,17816488,20478419,17336441,20234813,19521471,20442591,20488500,20710732,20613477,20762059,20817440,20784980,20825915
16691120,16721758,16829423,16799993,16893626,16905972,17283627,19183805,17819091,20479957,17337939,20253081,19529810,20444793,20489749,20713354,20616010,20762534,20820356,20785065,20830996
