0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log,avg,,0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
26526875,26535563,26488305,26526418,26502755,26449551,26534531,26573445,26553740,26596990,26649767,26628744,26735154,26792371,26717759,26838006,27054883,27170287,27008855,27280659,27373128,26739894.57,,33031728,33452846,33550760,33495539,33629198,34297249,33695872,34303130,34299996,34240193,34067376,34567252,36169274,34267372,35711934,38357005,38191681,37683544,38779462,38387700,38896379
26527153,26535751,26488423,26526741,26502874,26450014,26534653,26573885,26555604,26597150,26651060,26629098,26735176,26792393,26720083,26839490,27055123,27173733,27008871,27280812,27373153,26740535.24,,33031841,33453313,33550781,33495651,33630313,34297513,33696581,34305039,34300615,34243140,34068012,34581416,36304894,34271317,35718449,38357545,38195607,37783811,38779811,38397248,38897205
26527671,26535804,26488498,26526933,26502908,26450136,26535233,26574285,26556991,26597271,26651562,26629417,26735961,26793003,26721549,26839640,27057998,27174913,27009182,27282923,27374199,26741241.76,,33032895,33455401,33550989,33497004,33630436,34300053,33698490,34305691,34301050,34244193,34076966,34583929,36416679,34272242,35749092,38362622,38197836,37793069,38779995,38400414,38898708
26527710,26536192,26489626,26527755,26504176,26450220,26535484,26574688,26557096,26598544,26651839,26629464,26739428,26793107,26722938,26839701,27058976,27176325,27009966,27283531,27375226,26741999.62,,33032914,33455954,33551401,33497568,33630467,34302578,33699810,34306904,34301979,34246247,34080030,34593179,36464622,34272574,35794062,38371896,38199049,37862468,38781660,38401392,38901289
26527778,26536631,26489729,26528064,26504375,26450621,26535659,26575517,26557238,26599750,26652002,26629626,26742544,26793981,26723841,26841202,27059524,27176468,27009980,27283552,27377856,26742663.71,,33034333,33456052,33552212,33499311,33630609,34302955,33699823,34308710,34304048,34246499,34088827,34599249,36568714,34287898,35867961,38375337,38205613,37867835,38793159,38404208,38907278
26528210,26536856,26489879,26528748,26505074,26450628,26536335,26576510,26557388,26599956,26652876,26630016,26742694,26794683,26723998,26841891,27059942,27179125,27010194,27284205,27380953,26743341,,33034607,33456561,33554385,33500361,33630912,34303431,33700765,34309374,34304660,34248004,34101232,34600981,36733760,34288257,35939217,38402341,38211236,37881173,38795496,38404740,38907477
26529178,26537130,26490010,26529917,26505418,26451098,26536560,26576581,26557528,26600571,26654412,26630556,26743203,26796011,26724154,26842070,27060608,27179184,27013213,27285539,27381390,26744015.76,,33037273,33456958,33555220,33500691,33631985,34307343,33703044,34309579,34308467,34251296,34104035,34604302,36877064,34288442,36393659,38408032,38213471,37916006,38796762,38405463,38909611
26529700,26537347,26490384,26530178,26506594,26451451,26537165,26576800,26558176,26601254,26654510,26630656,26744486,26796756,26726037,26842419,27061702,27179649,27013571,27286089,27382383,26744633.67,,33037661,33458435,33555321,33500708,33632086,34310508,33705755,34310448,34312525,34251501,34111260,34612939,37060318,34289200,36666519,38414827,38223474,37985076,38799703,38419362,38913495
26530344,26538298,26490708,26530543,26506631,26451900,26537175,26576885,26558783,26601279,26654731,26631272,26747699,26798394,26726168,26842465,27062229,27179682,27016054,27286796,27383543,26745313.29,,33038433,33458870,33555535,33500724,33632659,34311450,33706315,34311542,34312732,34253662,34115305,34619146,37260432,34292967,36742726,38415043,38236013,38008542,38804758,38423898,38918455
26530951,26538673,26491294,26530925,26507126,26452086,26537524,26576933,26559063,26601374,26655738,26631635,26748299,26798773,26727048,26843325,27063263,27180265,27018937,27286832,27383691,26745893.1,,33039242,33459492,33555673,33501034,33633360,34314703,33707558,34311877,34315808,34253753,34118818,34641882,37262852,34295543,36774925,38422435,38242129,38099396,38808156,38424187,38920362
26531483,26539154,26491392,26531380,26508153,26452155,26537975,26578458,26561201,26602190,26655978,26631891,26748521,26799288,26727122,26846858,27063313,27180427,27021757,27290391,27384322,26746829,,33039473,33460179,33555680,33501585,33633888,34316571,33713152,34313699,34317933,34253783,34130400,34642829,37312054,34300225,36856139,38427845,38253196,38131289,38808917,38429630,38924862
26531600,26539468,26491569,26531422,26508398,26452748,26538186,26578578,26561715,26602514,26656626,26632043,26749613,26799389,26727585,26847043,27066110,27184057,27022594,27290788,27384664,26747462.38,,33042469,33460273,33556167,33502557,33634090,34318502,33716454,34313982,34318457,34254878,34131105,34646360,37338364,34301044,36864036,38440115,38271905,38138959,38812502,38430272,38926018
26531728,26539502,26491695,26532265,26508513,26453699,26538255,26579103,26562523,26602942,26657572,26632778,26750941,26800655,26729017,26849291,27066476,27188624,27023948,27291064,27386728,26748443.76,,33044229,33460458,33556871,33502884,33634439,34319412,33716597,34317065,34319376,34257848,34135682,34655279,37412665,34309674,37047054,38453807,38275651,38146561,38821789,38433572,38928501
26532441,26539645,26492046,26533096,26509157,26453715,26538292,26579384,26562957,26604191,26658241,26635822,26752004,26804639,26731490,26849783,27070642,27190543,27027497,27295666,27387428,26749937.1,,33044674,33460940,33557031,33503009,33634963,34319888,33717522,34327996,34322631,34262881,34136415,34663758,37428990,34311928,37107386,38457671,38292277,38162667,38830432,38434752,38929835
26532773,26539774,26492262,26533208,26509362,26453828,26538304,26579787,26563747,26604829,26658284,26636505,26755545,26805489,26732148,26851188,27073338,27193171,27034031,27296405,27389556,26751120.67,,33044965,33461311,33558317,33503197,33635294,34322028,33719758,34329154,34323479,34263205,34141758,34667536,37484541,34318009,37134746,38472727,38304415,38173114,38833276,38438742,38933578
26533769,26540043,26493011,26533281,26509473,26453836,26538373,26581393,26564013,26605311,26658382,26638260,26755678,26807085,26733127,26851239,27073788,27196365,27035148,27297172,27391248,26751904.52,,33045170,33462280,33558570,33503429,33635803,34322127,33720010,34329167,34323537,34264623,34143058,34675065,37494475,34318052,37170140,38483938,38306452,38179462,38834566,38440431,38934727
26533805,26540219,26494248,26533778,26509541,26453838,26539556,26581683,26564020,26608136,26659610,26638337,26756253,26807796,26733327,26853708,27080518,27196430,27038126,27298721,27393860,26753119.52,,33045455,33463123,33559358,33503474,33636047,34322158,33720163,34332534,34324340,34268087,34143708,34676796,37500250,34320552,37174822,38491628,38308109,38183678,38837569,38447667,38939046
26534138,26540246,26494497,26534605,26510208,26454130,26540701,26582229,26564968,26608543,26661068,26639169,26756541,26808286,26733818,26855059,27083308,27197163,27038813,27298920,27394143,26753835.86,,33046683,33464429,33559758,33504665,33636201,34328217,33720279,34335039,34330710,34269993,34144851,34678530,37520262,34320937,37181211,38494334,38327093,38186671,38845565,38453067,38943597
26534401,26540540,26495393,26534608,26510567,26454393,26540750,26582717,26565318,26609175,26661213,26640531,26756834,26809260,26734494,26855495,27085938,27198851,27039798,27299874,27395304,26754545.43,,33049302,33464597,33560979,33506017,33636308,34335212,33721312,34339965,34332436,34271926,34146672,34680398,37558937,34323663,37420668,38503834,38338331,38234195,38846448,38454986,38945243
26534791,26540709,26495411,26535141,26511265,26455330,26541262,26584514,26565420,26609281,26662828,26643463,26757508,26810210,26738350,26855861,27085984,27199398,27040919,27300133,27395305,26755384.9,,33049445,33465597,33561472,33507047,33636776,34336193,33721503,34341977,34333947,34273035,34155034,34681350,37655511,34328230,37440459,38508223,38349003,38242544,38860674,38458656,38945345
26535141,26540802,26496028,26535193,26512675,26455348,26542193,26586685,26566057,26609504,26666320,26643655,26757873,26810398,26738423,26857431,27086816,27199909,27043953,27300638,27395359,26756209.57,,33049516,33466172,33561884,33507795,33637175,34338991,33721636,34345874,34334064,34273561,34157570,34690841,37685465,34330513,37523491,38509828,38357789,38259641,38860813,38480560,38945692
26536035,26541145,26496360,26535692,26512714,26456231,26542985,26586771,26566646,26610248,26666563,26644133,26765611,26812645,26740048,26858704,27087071,27200792,27047056,27301774,27395825,26757383.29,,33049807,33467119,33563270,33508144,33637198,34339750,33724720,34346371,34336306,34273605,34157750,34696940,37706681,34331384,37592107,38509940,38366505,38272472,38862461,38489732,38946262
26536196,26541244,26496586,26536368,26512811,26456669,26543436,26587549,26566773,26610536,26666904,26646453,26765612,26816090,26741094,26859054,27088016,27202239,27047215,27302866,27397957,26758174.67,,33049926,33467260,33563404,33508372,33637592,34343391,33728067,34349361,34336336,34274238,34163340,34704330,37761029,34331947,37654463,38521585,38371546,38272990,38864370,38490944,38950431
26536258,26541475,26496652,26536656,26513344,26456673,26543745,26587828,26566802,26611803,26667000,26646468,26765727,26816102,26742434,26860211,27088660,27203009,27048420,27303471,27398088,26758610.76,,33050137,33467605,33563502,33508557,33637612,34345933,33729832,34349727,34340691,34274420,34164534,34715407,37849902,34342273,37678805,38524037,38371925,38281290,38870880,38498797,38950897
26536408,26542676,26496868,26536723,26513686,26456943,26544890,26587991,26566817,26611841,26667653,26647759,26766712,26816666,26742690,26861745,27088715,27203477,27055547,27303679,27398157,26759411.57,,33050597,33467613,33564094,33508891,33639278,34349156,33730464,34352823,34340923,34276546,34164630,34721429,37891574,34342487,37736806,38533150,38381297,38292599,38873540,38510214,38952296
26536571,26543874,26497030,26537270,26513725,26456964,26545038,26589138,26566952,26612096,26668891,26648288,26767299,26818449,26743446,26862155,27092867,27205030,27056887,27304031,27398585,26760218.38,,33050652,33467661,33564496,33509698,33639396,34351081,33734614,34353453,34341250,34284271,34165209,34732339,37938939,34343129,37752998,38534382,38402583,38296312,38874957,38514673,38959761
26536666,26544065,26497097,26537702,26515270,26457019,26545053,26589208,26567018,26612676,26669368,26648945,26767550,26818875,26743931,26862466,27093248,27207714,27059906,27304566,27398726,26760812.81,,33051631,33467747,33564564,33509965,33639779,34353321,33736638,34356429,34344217,34285850,34166520,34737997,37989357,34344675,37778447,38536294,38418131,38301275,38876986,38517703,38959826
26536710,26544505,26497521,26538729,26515492,26457126,26545214,26589467,26569641,26612761,26670236,26650043,26768567,26819038,26745793,26862571,27094905,27209851,27061097,27304987,27399020,26761584.48,,33052032,33467835,33566395,33510124,33641608,34357736,33740665,34357482,34344677,34291814,34166712,34741497,38032734,34347904,37810443,38539128,38420354,38301726,38883700,38522799,38965409
26536732,26544821,26497621,26538778,26515814,26457137,26546583,26590911,26569741,26613468,26670657,26650301,26768825,26819943,26746848,26863078,27096204,27211598,27062364,27306568,27399375,26762255.57,,33052316,33468840,33566547,33510542,33641615,34359983,33743885,34358298,34345704,34292563,34168543,34742480,38041092,34348028,37834456,38539726,38446441,38305655,38883730,38524252,38966952
26536863,26545958,26498129,26539058,26516233,26457243,26546685,26591290,26569870,26613782,26671243,26650599,26769204,26820911,26747495,26863294,27096682,27212023,27067540,27306654,27399648,26762876.38,,33052555,33469560,33566662,33510643,33641732,34361309,33744070,34362617,34347714,34293385,34168566,34743185,38042600,34351248,37860864,38552289,38460593,38318802,38885093,38527717,38969733
26536891,26546528,26498240,26539168,26516422,26457251,26548037,26592061,26570503,26614214,26672497,26651460,26769245,26822511,26747961,26864255,27098425,27213287,27069026,27307332,27400157,26763593.86,,33052915,33469698,33567330,33511716,33641876,34363408,33744572,34364751,34350225,34299638,34170438,34745912,38072423,34353941,37887774,38559940,38462401,38324521,38886685,38529226,38969993
26537047,26547682,26498439,26539527,26516946,26457428,26548375,26592830,26573513,26615077,26673048,26651968,26770724,26823957,26754197,26865066,27100832,27214105,27070131,27308011,27400804,26764747.95,,33053844,33470121,33567846,33512127,33642579,34366723,33749006,34383675,34352446,34302167,34170529,34746984,38126737,34356322,37903606,38562887,38467197,38341368,38890123,38540232,38971971
26537245,26549353,26498590,26540815,26517421,26457439,26549058,26593041,26574788,26615658,26673617,26655518,26771823,26824055,26758470,26867907,27101331,27218236,27070409,27308332,27401504,26765933.81,,33054797,33470861,33567925,33512581,33642599,34367210,33750132,34383866,34355720,34304079,34171861,34748829,38153018,34356472,37927964,38565732,38469342,38355780,38894535,38546369,38972005
26537385,26549925,26498683,26541144,26518699,26457483,26549274,26595651,26575461,26615746,26674694,26655706,26772380,26824399,26760197,26868700,27102216,27218392,27073673,27309808,27401616,26766725.33,,33055144,33471293,33569491,33514507,33642673,34371567,33751069,34388112,34356551,34307113,34172747,34750877,38161514,34366505,37938526,38568365,38487937,38372592,38907639,38563830,38973054
26537521,26550328,26498825,26541885,26518826,26458211,26549630,26595741,26575633,26616746,26674778,26656153,26772381,26825304,26761230,26868937,27105269,27218493,27075436,27311966,27401655,26767378.48,,33057536,33471689,33569729,33514600,33642950,34374210,33751824,34389114,34359954,34307689,34174787,34751037,38161593,34368962,37938543,38578368,38495024,38380009,38910077,38568546,38982197
26537964,26551302,26499114,26542003,26518833,26458287,26549907,26595871,26576468,26616853,26675203,26657313,26773228,26826178,26762616,26870166,27105345,27218551,27076162,27312100,27401892,26767874.1,,33059060,33473220,33569957,33514725,33643523,34375390,33759533,34391219,34372563,34309207,34178500,34756129,38168699,34384085,37997810,38581347,38497312,38382346,38915593,38573260,38982338
26538853,26551586,26499850,26542346,26518849,26459002,26550001,26597353,26576725,26617581,26675333,26658014,26773346,26833376,26763935,26870276,27106371,27220725,27077074,27312289,27402362,26768821.29,,33059516,33473471,33571624,33515054,33643886,34376075,33759858,34391441,34377357,34310285,34181076,34762554,38198275,34388962,38004655,38590926,38500970,38388759,38917054,38574053,38997066
26539183,26551663,26500258,26542347,26519011,26459403,26550970,26599010,26577575,26617978,26676162,26660768,26773589,26833633,26765319,26870778,27107898,27222383,27077611,27312956,27403567,26769622,,33060471,33473764,33573079,33515301,33644298,34376221,33764112,34398271,34378929,34317563,34182596,34763048,38200104,34389134,38007612,38595038,38501967,38390966,38918374,38579611,38998193
26539263,26551902,26500338,26542661,26519970,26459927,26551128,26599408,26578258,26619080,26676633,26662451,26774534,26833725,26765384,26871383,27109349,27222466,27082432,27313276,27404731,26770395.19,,33061073,33474566,33573458,33515825,33646269,34380461,33768445,34400909,34379820,34320466,34183325,34764848,38201759,34389458,38014598,38596274,38503000,38398997,38920424,38584892,39001598
26539890,26551942,26500700,26543443,26521311,26459939,26551718,26599576,26578603,26619497,26676660,26663270,26779074,26834532,26766358,26872892,27111465,27223544,27082729,27313783,27404892,26771229.43,,33061443,33474603,33574057,33517279,33646549,34382204,33778116,34405024,34380332,34321842,34183558,34767425,38207129,34392511,38040130,38598452,38511625,38402522,38931637,38590103,39009049
26539966,26552148,26500747,26544168,26521644,26460568,26552448,26600242,26579095,26620193,26676827,26663957,26779404,26835503,26767994,26874337,27111643,27224953,27083188,27313818,27404981,26771801.14,,33061698,33476541,33575401,33517330,33648028,34388613,33781562,34406868,34385953,34324364,34183996,34767478,38211381,34397800,38041541,38602816,38520485,38405570,38932026,38592026,39013193
26540060,26552153,26501019,26544621,26521783,26461059,26553344,26601311,26579566,26622380,26677022,26664393,26779929,26835582,26770317,26875052,27112293,27232798,27083638,27314060,27405015,26772733.1,,33061940,33476855,33576979,33517884,33649275,34391545,33800526,34407356,34400862,34324745,34184183,34768411,38211650,34401502,38078566,38603824,38524136,38408656,38933839,38593249,39017937
26540074,26552364,26501085,26544668,26521795,26461450,26553441,26601985,26579592,26622541,26678513,26666828,26780040,26835584,26770878,26875166,27113430,27233057,27083853,27314383,27406404,26773196.71,,33062212,33477992,33577054,33517911,33649645,34392960,33801833,34413171,34407058,34326846,34184803,34770867,38216210,34405256,38106968,38608636,38524549,38412933,38934233,38593706,39025592
26540896,26552460,26501636,26545126,26521929,26461686,26553573,26603519,26579752,26625283,26678687,26667324,26780174,26836813,26771230,26876781,27114747,27233298,27084145,27315772,27406941,26773893.9,,33062923,33478638,33577464,33518015,33650034,34395889,33804662,34416318,34409305,34328100,34185538,34776723,38231607,34418403,38126705,38610042,38528822,38415065,38939921,38596848,39027359
26541097,26553111,26502614,26545596,26521961,26461807,26553654,26603672,26580073,26626553,26681102,26667365,26780458,26837565,26771512,26878455,27114977,27233537,27085743,27316008,27407023,26774470.62,,33063227,33478888,33577861,33518589,33650256,34400765,33815808,34419280,34410038,34332540,34187357,34783255,38231980,34426916,38133268,38611018,38534007,38416137,38944521,38597774,39031410
26541474,26553650,26502828,26545717,26522571,26462315,26556330,26604200,26580432,26627349,26681941,26668886,26781798,26837630,26772425,26880935,27116076,27233739,27086538,27316179,27408357,26775303.33,,33063373,33479020,33578499,33518681,33650880,34401946,33818170,34426693,34410806,34332630,34189402,34793896,38250260,34427500,38149560,38611348,38535474,38418211,38950565,38598222,39033160
26541676,26553866,26502934,26545743,26523214,26462356,26557421,26604460,26582817,26627448,26683709,26669748,26782650,26838066,26774185,26884106,27118270,27236674,27086881,27316450,27408660,26776254,,33064157,33479606,33578733,33518690,33651809,34406163,33821737,34432149,34413688,34333513,34190147,34797300,38259361,34432377,38175003,38640070,38543530,38422157,38950636,38600409,39033656
26541790,26553957,26503323,26545972,26523260,26462887,26557531,26604655,26582927,26627790,26683805,26670138,26782885,26839811,26774223,26888830,27118535,27236811,27087260,27318320,27409014,26776844,,33064569,33481901,33578860,33519191,33652072,34416175,33842290,34433555,34422973,34334103,34192578,34800402,38264406,34437721,38184030,38641017,38559175,38423251,38951064,38601851,39034011
26542428,26555039,26503396,26546340,26523410,26463122,26558096,26605296,26583023,26628336,26684768,26671365,26785294,26840352,26774565,26889364,27119290,27238277,27087848,27319137,27409831,26777551.29,,33064697,33481971,33578907,33520074,33652141,34416525,33846264,34433772,34431984,34334518,34193857,34808129,38266278,34441611,38202822,38658862,38561807,38426525,38953556,38606539,39034133
26542452,26555411,26503539,26546741,26523691,26463693,26558112,26605807,26583233,26628338,26685372,26672760,26787060,26843228,26775899,26890275,27121823,27239425,27088043,27319572,27410566,26778335.24,,33066524,33483088,33579477,33520644,33653307,34417698,33846631,34448768,34436361,34334808,34196911,34809274,38313741,34490527,38233797,38660662,38562947,38443360,38958470,38608377,39037085
26542753,26555597,26503656,26547242,26523723,26464148,26558568,26606807,26583249,26628718,26686131,26673308,26790094,26843444,26778985,26890964,27124239,27244145,27088543,27319903,27411516,26779320.62,,33066936,33483119,33579769,33521125,33654951,34419952,33852675,34453711,34455879,34344410,34197856,34812424,38317032,34493112,38246281,38674288,38565210,38455034,38967963,38628518,39040716
26542778,26555816,26503879,26547538,26523859,26464523,26561009,26608490,26584302,26628772,26686804,26673608,26791484,26844661,26779547,26891403,27129283,27244308,27091812,27320045,27412702,26780315.38,,33067012,33483141,33580408,33521439,33655457,34423643,33853524,34457465,34460536,34344700,34202211,34815852,38318681,34501179,38259696,38676977,38574839,38462156,38969131,38630525,39042339
26543202,26556108,26503962,26547950,26524238,26464715,26561176,26608821,26584484,26628809,26686976,26674008,26796682,26847508,26779723,26892066,27129568,27244971,27092128,27321503,27412875,26781022.52,,33067037,33483450,33580875,33521585,33655534,34426132,33853668,34458983,34463443,34346602,34204707,34817101,38336614,34509045,38260481,38678570,38590652,38472574,38971625,38634872,39048454
26543635,26556362,26504513,26548175,26524292,26464717,26561228,26608981,26584787,26629314,26687695,26674970,26798837,26848943,26783183,26893258,27131266,27246413,27093652,27322007,27413154,26781875.33,,33067103,33484081,33581289,33521643,33655951,34431633,33857480,34460655,34471660,34349762,34206191,34823991,38346307,34512764,38262570,38682143,38613974,38474539,38971804,38637929,39053818
26543651,26556532,26504583,26548592,26524726,26465508,26561750,26609708,26585256,26629536,26688516,26674992,26798868,26849038,26783532,26893857,27131336,27246502,27094987,27322298,27414888,26782316.95,,33067207,33485578,33581379,33521950,33657310,34433780,33857631,34463967,34472777,34350205,34207964,34829678,38359183,34535470,38272635,38687578,38624154,38475535,38971932,38656183,39057511
26544295,26557533,26504596,26549208,26525005,26465590,26561963,26609848,26585854,26629638,26688575,26675178,26799816,26849902,26783792,26894617,27132916,27249504,27096704,27322310,27417017,26783041,,33067719,33485868,33581666,33521994,33657599,34439017,33862866,34466363,34474922,34351366,34209971,34829806,38362752,34550479,38277295,38690574,38628407,38495970,38972988,38657912,39063212
26544798,26557775,26504653,26549696,26525775,26465623,26562503,26611066,26586057,26630218,26688798,26675197,26800340,26850013,26783925,26894631,27133733,27250280,27100593,27322861,27417678,26783629.19,,33067857,33487025,33581766,33523087,33658203,34442864,33867989,34514945,34477986,34351757,34211220,34833633,38378288,34559850,38281171,38698339,38629095,38496555,38977632,38658201,39071923
26545591,26557828,26504749,26550143,26526493,26466201,26562830,26611340,26586109,26630973,26689431,26675326,26800985,26851242,26784526,26894821,27134707,27251932,27104017,27322940,27417724,26784281.33,,33068393,33487382,33582532,33523303,33659043,34445048,33880336,34531776,34483817,34353509,34213715,34836239,38378341,34617129,38348389,38704231,38640150,38499990,38978123,38667506,39074447
26546234,26558435,26505356,26550945,26527121,26466945,26563608,26611588,26586816,26631844,26689843,26675865,26801712,26851338,26785579,26895700,27136082,27253024,27104040,27324114,27418106,26784966.43,,33068678,33487467,33582734,33525887,33659231,34445164,33885369,34532865,34524167,34353830,34213913,34850643,38379271,34625071,38357555,38709916,38648820,38506926,38978486,38692883,39074785
26546236,26559443,26505423,26551042,26527647,26467140,26563911,26612750,26587096,26632454,26690118,26675871,26802907,26851455,26785655,26896112,27139766,27254200,27106708,27325729,27418213,26785708.38,,33068808,33487575,33582930,33526945,33659331,34446254,33888679,34559002,34543955,34353881,34214259,34851054,38379669,34627344,38363962,38717875,38650101,38509930,38980624,38697484,39075956
26547034,26559929,26505828,26552823,26527681,26468502,26565083,26612960,26588474,26632596,26692851,26676171,26803183,26852193,26788836,26897438,27140039,27255609,27107812,27327131,27418489,26786698.19,,33069054,33487665,33583016,33527007,33659575,34447148,33898727,34613089,34552709,34355229,34215793,34851584,38380143,34640769,38375724,38721953,38650942,38518197,38980828,38699930,39077012
26547295,26560609,26506114,26553293,26528068,26468546,26565313,26613738,26588816,26633018,26692957,26676256,26804370,26853049,26790114,26897540,27140574,27255931,27109557,27327670,27419605,26787258.71,,33069296,33488959,33583845,33527062,33660766,34447525,33914589,34632976,34562381,34355246,34216693,34856220,38385696,34643604,38379645,38723339,38652246,38526728,38985411,38706725,39082335
26547421,26560681,26506843,26553797,26528293,26468829,26565376,26613801,26591034,26633691,26693957,26677586,26805723,26853954,26792000,26897556,27140941,27256532,27110953,27327756,27420989,26787986.33,,33070505,33489037,33585038,33528074,33660777,34448296,33918605,34634998,34564642,34358233,34217418,34866551,38386523,34648779,38380088,38724423,38656017,38532927,38989378,38711213,39086290
26547765,26561015,26507568,26554092,26528413,26469007,26565939,26614458,26591049,26634290,26694897,26678099,26806348,26856404,26792350,26898036,27142383,27257069,27117842,27328216,27421481,26788891.48,,33070590,33489975,33585182,33528183,33660870,34457111,33924478,34676185,34585257,34358694,34219019,34872664,38388998,34650837,38400547,38730338,38675254,38535393,38994142,38720505,39086479
26548375,26561787,26507874,26554368,26528696,26469114,26567976,26614780,26591189,26635479,26695091,26678349,26806722,26856793,26792931,26899839,27142747,27257575,27118881,27328458,27422389,26789495.86,,33071109,33490242,33585372,33528912,33661291,34464103,33929204,34699139,34598109,34368340,34219314,34889743,38391962,34653784,38404891,38739820,38678362,38541140,39001708,38722479,39087227
26548410,26561855,26508801,26555093,26529091,26469695,26568765,26615728,26591419,26636132,26695989,26678461,26806890,26856958,26793673,26900553,27143459,27259018,27119008,27330222,27422922,26790102,,33071323,33490373,33585424,33529625,33662448,34494125,33941166,34744897,34605241,34371048,34219951,34895020,38413487,34655160,38407190,38743984,38680197,38558946,39002498,38722869,39088315
26548509,26562216,26509058,26555438,26529233,26470033,26569093,26615942,26592476,26636281,26696599,26679661,26807722,26857879,26794184,26900610,27143957,27259972,27119674,27330751,27423350,26790601.81,,33071648,33490740,33585875,33530091,33663103,34524678,33943299,34767023,34637156,34378397,34220097,34897289,38415409,34658214,38410495,38758880,38680450,38562197,39004693,38726376,39090484
26548654,26562258,26509601,26556506,26529429,26470070,26569233,26616223,26592587,26636788,26696923,26679762,26807953,26858297,26794407,26901425,27144521,27261491,27122419,27331947,27423426,26791139.05,,33072838,33490869,33586227,33530153,33663527,34565652,33947141,34779841,34638103,34384587,34220590,34909342,38418248,34663258,38429476,38769309,38687716,38565772,39004826,38728983,39093689
26548889,26562418,26510453,26556568,26529886,26470166,26569350,26616920,26593151,26637928,26699710,26680713,26809421,26860520,26797772,26903450,27145089,27262167,27122480,27335497,27424128,26792222.67,,33074217,33491295,33586910,33530188,33663626,34590058,33976226,34780973,34638315,34388900,34221759,34910559,38426503,34671076,38429697,38769668,38688404,38569232,39006503,38734480,39100128
26549155,26562992,26510641,26557835,26529914,26470353,26569588,26617068,26593696,26638038,26702022,26681461,26809719,26860656,26800482,26904040,27146947,27262671,27124618,27337360,27424377,26793030.14,,33075068,33491553,33587521,33530606,33664501,34596633,33981262,34781509,34665170,34392538,34223136,34917304,38431434,34672355,38434422,38770948,38712535,38573067,39007916,38737426,39109167
26549253,26563006,26510706,26558187,26530001,26470561,26570866,26617660,26594105,26638528,26703339,26684494,26812078,26864083,26800881,26905740,27147212,27265028,27124637,27339583,27424695,26794030.62,,33075197,33491683,33587522,33530963,33664735,34605885,33982042,34788513,34670332,34393423,34224922,34919127,38437692,34682691,38435687,38771868,38714783,38578885,39007958,38737912,39112351
26550483,26563711,26511116,26558190,26530180,26470745,26570958,26618298,26595245,26639470,26703990,26685054,26812761,26864108,26802674,26906010,27147406,27266163,27124959,27339741,27426632,26794661.62,,33075680,33492437,33587751,33531146,33664838,34618556,33984136,34791081,34681372,34394737,34227997,34921040,38446479,34690639,38439837,38783531,38718515,38582199,39008966,38738287,39114452
26550949,26563871,26511211,26558635,26531630,26470970,26571546,26618596,26595253,26640113,26704134,26686611,26813023,26865481,26803733,26907590,27149378,27267054,27127038,27340440,27427871,26795482.24,,33076381,33493138,33588290,33531493,33665414,34623855,33987010,34802295,34689992,34394960,34228571,34929821,38451090,34695563,38455088,38784725,38722101,38588209,39009363,38738432,39116232
26550967,26564199,26511899,26558811,26532930,26471000,26572637,26618819,26595646,26640239,26704753,26687401,26813317,26865846,26805578,26910351,27151533,27268553,27129099,27340998,27428409,26796332.62,,33076934,33494190,33589794,33533218,33665577,34645652,33989595,34806085,34697573,34397604,34228768,34933799,38459016,34699757,38461935,38785748,38733906,38597047,39011261,38743973,39125195
26551100,26564405,26512113,26559259,26533350,26471438,26572723,26618865,26596169,26641273,26705438,26689653,26813658,26866077,26806305,26912553,27152039,27268943,27131213,27342853,27428580,26797047.95,,33077666,33495053,33590193,33534403,33666177,34661543,33996318,34827704,34703199,34398458,34230665,34935708,38459534,34701600,38464702,38786115,38735241,38602000,39015902,38749694,39132044
26551119,26564706,26512486,26559586,26534108,26471663,26573539,26618890,26597363,26643806,26706487,26691532,26814118,26867498,26806755,26912858,27156313,27269783,27135397,27343583,27428764,26798112.1,,33079043,33495106,33590556,33534522,33666796,34668713,34017353,34840153,34706440,34400648,34238753,34937137,38463742,34704692,38465884,38788106,38736732,38603432,39016065,38756553,39137451
26551151,26564720,26512696,26559703,26534459,26471878,26573692,26619702,26597595,26643811,26707428,26694232,26814281,26868532,26807752,26913614,27156761,27272275,27135855,27343829,27428916,26798708.67,,33079615,33496490,33591548,33534904,33667402,34683730,34020844,34844137,34708484,34401932,34243157,34945437,38471063,34715432,38480288,38797721,38738373,38609404,39025270,38761782,39137763
26552443,26564830,26512785,26560039,26534892,26471969,26574168,26620756,26598151,26643841,26707989,26694638,26814376,26869219,26808043,26916275,27160302,27272854,27136262,27344527,27430787,26799483.14,,33080090,33496976,33591576,33535175,33667485,34691668,34022593,34860811,34713603,34402717,34243203,34951490,38487437,34715789,38484957,38802981,38739978,38618855,39027104,38763924,39138020
