0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log,avg,,0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
26892828,26927030,26837743,26969046,26953573,26851793,27017492,27094571,27155494,27194466,27309249,27347838,27423028,27500736,27495725,27517353,27671420,27748997,27798105,27919741,28065254,27318642,,33662142,34285916,39086729,38555631,39592548,39895747,39350986,40092964,40041558,40091738,39920334,40219333,40396169,40159987,40399123,40585368,40499656,40578843,40631615,40731786,40961471
26893037,26927262,26839067,26969935,26953741,26852034,27017782,27094786,27155590,27194513,27309988,27350104,27423777,27500918,27495796,27517448,27672041,27749434,27798275,27921524,28067415,27319260.33,,33662902,34286057,39091336,38567802,39596929,39898698,39353105,40094465,40042858,40092168,39921375,40220115,40400974,40160524,40399559,40585961,40503552,40579251,40632395,40733622,40961995
26893570,26928005,26839238,26970025,26955699,26852863,27017932,27095544,27157186,27195170,27310488,27352115,27424131,27501307,27496105,27518207,27672075,27749516,27798311,27921965,28067416,27319850.86,,33663370,34286293,39095546,38573604,39601121,39899313,39354257,40094715,40043715,40093188,39922532,40222187,40401520,40160566,40400456,40586374,40507934,40580122,40633788,40735080,40962342
26893596,26928570,26839493,26971389,26955920,26853941,27018183,27096505,27159501,27195516,27310631,27352401,27424366,27501984,27496675,27518275,27673425,27751355,27802412,27922043,28070949,27320815.71,,33665679,34287201,39097326,38573655,39608945,39899480,39355767,40096385,40043924,40095363,39923422,40222745,40402665,40161237,40402125,40586764,40510673,40581226,40634763,40735104,40963036
26894612,26928911,26839890,26972049,26956036,26854118,27019628,27096825,27159749,27195904,27311943,27352639,27425768,27502645,27497940,27518902,27673427,27751476,27802480,27922371,28071729,27321382.95,,33667151,34287705,39104062,38575486,39611099,39899822,39356227,40096832,40044195,40096112,39924683,40223787,40403763,40161345,40403630,40587196,40514726,40582151,40636591,40735203,40963469
26894723,26929021,26840004,26972273,26956178,26854218,27020051,27098082,27159888,27196483,27312008,27352722,27426017,27502794,27499199,27519805,27673716,27752041,27803715,27922636,28071911,27321785,,33667962,34287734,39107811,38575664,39614355,39900147,39356981,40097348,40046179,40097079,39925443,40224275,40403824,40162957,40403750,40588607,40516678,40582215,40638014,40735297,40963512
26894832,26929127,26840239,26972552,26956710,26854896,27020491,27098475,27160327,27197432,27312288,27352857,27426851,27502828,27499449,27519947,27676154,27752042,27804259,27923569,28074815,27322387.62,,33668582,34288178,39107953,38583943,39617328,39901271,39358265,40097796,40046603,40099558,39926650,40224500,40404319,40164704,40403803,40591178,40517158,40582597,40638036,40735812,40965790
26895015,26929716,26840303,26972653,26957608,26855099,27020821,27099615,27160429,27197553,27312345,27352988,27427478,27502867,27500441,27520313,27676503,27752101,27805697,27923751,28075317,27322791.1,,33669182,34289135,39109522,38587415,39623242,39902214,39359790,40098067,40047693,40101296,39928751,40226840,40407120,40169100,40405718,40591486,40518121,40587919,40641848,40739408,40966876
26895023,26930325,26841092,26973583,26958049,26855866,27020910,27099617,27162412,27197635,27313938,27353830,27427756,27503210,27500851,27520766,27676678,27752142,27805867,27924270,28076698,27323358,,33670751,34289525,39111252,38603081,39624996,39905527,39362418,40100757,40048526,40101867,39928976,40229139,40415720,40169188,40410828,40597702,40519983,40589626,40642040,40740509,40966997
26895180,26930535,26841145,26973979,26958721,26856554,27021048,27100033,27163799,27198043,27314289,27354755,27429095,27503429,27500863,27521358,27676732,27752333,27806317,27925198,28078410,27323896,,33670754,34289891,39112027,38609709,39627744,39906687,39363547,40101353,40049234,40103188,39929734,40230080,40416746,40173664,40412219,40598789,40527652,40593380,40643014,40741214,40967689
26895577,26931258,26841349,26974002,26958732,26857243,27021551,27100372,27164229,27198190,27314384,27355485,27429327,27503551,27501971,27522007,27676742,27752362,27807215,27925926,28079472,27324330.71,,33672932,34292050,39115767,38620972,39628412,39907078,39364276,40104014,40049468,40103221,39932076,40230589,40417031,40174423,40413158,40600051,40528425,40597614,40643221,40741297,40969429
26895593,26933066,26841618,26974788,26958736,26858058,27022497,27100947,27164319,27200884,27314545,27356165,27429331,27503832,27502003,27522710,27676839,27753337,27808919,27927554,28082588,27325158.52,,33673769,34293180,39117767,38621063,39628616,39907410,39367176,40105481,40050322,40103304,39932223,40231063,40417521,40174451,40413433,40600379,40528668,40598123,40644829,40741595,40971986
26895652,26933459,26841983,26974914,26959196,26858063,27022835,27101164,27164634,27201238,27315353,27356698,27432591,27504596,27503249,27523865,27676957,27753941,27811123,27930686,28083415,27325981.52,,33674269,34293479,39118825,38621871,39630119,39907478,39368372,40106535,40051639,40104806,39932456,40233237,40418201,40175496,40413987,40601061,40529103,40601264,40647544,40743973,40971992
26895722,26934370,26842254,26975417,26959313,26859084,27023231,27103036,27164640,27202242,27316493,27356848,27432829,27505287,27504211,27525790,27678202,27754408,27811678,27931400,28084296,27326702.43,,33674662,34294423,39119536,38622498,39633143,39908063,39368381,40106766,40052159,40105991,39933491,40234115,40418333,40176549,40414706,40601671,40531633,40604318,40647626,40744145,40973823
26895926,26934918,26843013,26977463,26959511,26859089,27023357,27104348,27164838,27204997,27317310,27357080,27432873,27505798,27505057,27525872,27678533,27754410,27811843,27932305,28084609,27327292.86,,33674677,34295287,39122464,38636504,39640249,39908642,39370012,40106854,40052978,40107736,39933673,40235711,40419038,40176814,40415380,40602812,40535090,40610096,40648083,40744146,40975328
26896335,26934963,26843068,26977577,26959662,26859340,27023566,27104497,27164883,27206308,27317409,27357114,27433388,27506265,27505087,27526264,27678918,27756072,27814418,27932678,28088997,27327943.29,,33675283,34295593,39123450,38637491,39641781,39909166,39371729,40108513,40053074,40107807,39937709,40236699,40421320,40177863,40418325,40604148,40535106,40615453,40648181,40744568,40977040
26896744,26935721,26843223,26977732,26959715,26860559,27024301,27104565,27165069,27206620,27317633,27357303,27433621,27506463,27505746,27527335,27679064,27756290,27817052,27933865,28090253,27328517.81,,33677242,34296665,39124148,38665126,39642199,39910654,39371970,40108669,40055416,40108271,39939239,40236984,40422239,40179736,40420325,40604912,40536043,40615913,40648660,40744929,40977897
26896820,26935785,26843457,26977890,26959770,26860594,27025078,27104598,27165735,27206778,27318248,27357322,27433959,27506471,27506083,27528095,27679263,27756436,27818079,27935356,28091475,27328918.67,,33677447,34298842,39126395,38665223,39645700,39911698,39372452,40110677,40055426,40108286,39939701,40237729,40422314,40180321,40422522,40606639,40538657,40616937,40649663,40745517,40977989
26896859,26935968,26843634,26978028,26960759,26861380,27025328,27105351,27167059,27207240,27318838,27357566,27436091,27506840,27506986,27528503,27680083,27756878,27820668,27937502,28091912,27329689.19,,33677951,34299171,39127299,38665719,39648448,39913028,39373085,40111488,40055597,40110204,39945209,40237813,40423628,40180916,40423083,40607078,40539943,40617956,40650116,40745825,40980659
26897020,26936193,26844114,26978136,26961216,26861783,27026146,27105577,27167233,27210141,27318879,27358520,27436173,27507979,27508374,27529098,27680273,27758200,27822188,27938264,28092162,27330365.19,,33678159,34300367,39127775,38671770,39654531,39913097,39373470,40111651,40056040,40110752,39946416,40239251,40423923,40182361,40425567,40607844,40540510,40619043,40650902,40746091,40980964
26897275,26936876,26844745,26978511,26961813,26861903,27026336,27105959,27167532,27210623,27319239,27359588,27436204,27508277,27508558,27529744,27680514,27760558,27823326,27938926,28092442,27330902.33,,33678664,34304953,39131349,38672755,39655118,39914554,39374986,40112829,40057518,40112205,39947155,40240804,40424015,40184662,40426721,40609294,40540810,40619077,40650974,40746450,40981070
26897439,26937466,26845336,26978679,26961903,26862655,27026927,27106309,27169429,27210757,27319564,27360278,27436432,27509038,27508715,27530661,27681135,27761627,27823494,27939311,28092793,27331426.1,,33678991,34306340,39132885,38675425,39655980,39914590,39375195,40114267,40057567,40112624,39948203,40243854,40424509,40185563,40427241,40611395,40545028,40619222,40652004,40747447,40981232
26897487,26937788,26846445,26979365,26962492,26863015,27027224,27106343,27170121,27212448,27321500,27360326,27436756,27509447,27509469,27530664,27681740,27761841,27823938,27939596,28096428,27332115.86,,33679336,34310687,39134730,38680833,39656725,39914691,39376411,40116431,40057666,40113576,39948301,40246003,40425842,40185778,40428294,40612013,40545736,40620667,40652271,40748720,40981916
26897863,26937919,26846790,26979731,26962919,26863042,27028325,27106427,27170246,27212827,27322062,27360348,27436932,27509609,27509777,27530793,27682420,27762347,27823981,27939601,28097013,27332427.24,,33680345,34311179,39135326,38680881,39656800,39915400,39376772,40116662,40058956,40115461,39948698,40246328,40426849,40185804,40428731,40612640,40546042,40622616,40652866,40749712,40982103
26898326,26939521,26847047,26980941,26963087,26863090,27028660,27106602,27170640,27214592,27322090,27362131,27437235,27509833,27510999,27531220,27684061,27762851,27825551,27939693,28098028,27333152.29,,33681621,34311379,39137405,38687902,39657763,39918203,39376941,40116844,40059045,40115774,39949217,40246568,40427306,40186749,40432949,40613974,40546176,40624408,40653631,40752411,40982112
26899136,26940356,26847240,26981512,26963313,26863177,27029029,27107335,27172752,27214675,27322162,27362425,27437413,27511251,27511267,27531332,27684213,27763153,27825725,27941072,28100051,27333742.33,,33683895,34311561,39139838,38698334,39662961,39920432,39377328,40117489,40059256,40115824,39949367,40246884,40430536,40187808,40433384,40615640,40547524,40624454,40653836,40755523,40982648
26899152,26940489,26847277,26985238,26963476,26864012,27029443,27107337,27173065,27219122,27322667,27362734,27437493,27511658,27511927,27531578,27685246,27763198,27825811,27941382,28100155,27334402.86,,33684717,34311648,39140638,38701373,39663984,39920580,39379475,40117911,40059364,40115902,39949612,40247999,40431155,40188414,40434864,40616878,40549467,40624980,40654385,40757971,40982724
26899767,26940868,26847582,26985344,26963593,26864109,27030097,27107641,27173214,27219682,27323076,27364401,27438470,27511760,27512058,27532496,27685370,27763661,27826143,27942192,28102094,27334934.19,,33684833,34312365,39143025,38708170,39680101,39924576,39380666,40118053,40059578,40117824,39950534,40248236,40435861,40190959,40435504,40617621,40549981,40629181,40654672,40758925,40983209
26899774,26941095,26847760,26986375,26964574,26864734,27030754,27107778,27173956,27219882,27323093,27365321,27438634,27512045,27512699,27532751,27685680,27763858,27829244,27942751,28103418,27335532.19,,33687052,34314899,39146159,38711084,39681624,39924681,39380702,40119382,40060168,40118355,39950792,40248774,40437055,40192353,40436401,40617957,40552442,40629591,40654840,40758975,40983299
26900566,26941215,26847891,26986746,26964763,26865708,27031071,27108572,27175287,27220408,27323817,27365404,27438766,27512366,27512750,27534229,27685900,27764190,27830285,27942934,28105509,27336113.19,,33687384,34315362,39147608,38711552,39683311,39924934,39381233,40119658,40061245,40118492,39951374,40250168,40437351,40193628,40438084,40619810,40557652,40630015,40661419,40759604,40984347
26900684,26941261,26848654,26987393,26965165,26865716,27032091,27108896,27177159,27221035,27324286,27365589,27439148,27512963,27513030,27534627,27686182,27764865,27830556,27943294,28110854,27336830.86,,33691772,34316285,39147854,38712037,39690341,39924947,39385099,40120076,40061410,40118527,39952132,40251825,40438226,40199499,40440269,40620738,40557806,40633063,40666769,40763754,40987733
26900693,26941733,26848820,26987451,26965370,26865900,27032304,27109112,27177698,27221330,27325727,27365615,27439290,27513558,27513378,27536161,27686477,27765058,27831078,27943440,28114664,27337374.14,,33692493,34316929,39150263,38719091,39691713,39925635,39385231,40121056,40062683,40118586,39954246,40254290,40438268,40204177,40440856,40624702,40558642,40634586,40666944,40766722,40988373
26903720,26941743,26850151,26987748,26966008,26866140,27032377,27109348,27178120,27222273,27326467,27365777,27439332,27513698,27514409,27536324,27687501,27765190,27831131,27943633,28115249,27337920.9,,33692901,34317532,39152115,38721005,39696821,39926069,39386278,40123198,40063427,40118818,39954670,40254779,40439295,40204449,40442989,40625951,40560350,40636517,40671456,40770815,40991406
26903889,26941900,26850394,26987845,26966670,26866221,27033808,27109480,27179294,27222768,27326736,27366164,27439438,27514088,27514949,27536528,27687524,27765588,27832665,27943699,28115869,27338357.95,,33697746,34318654,39152230,38721341,39697406,39926917,39386537,40123304,40064897,40120014,39954766,40255190,40439787,40204491,40443846,40627521,40562856,40638873,40671862,40775565,40993332
26904535,26941928,26850675,26987851,26966722,26867565,27034481,27110959,27179733,27223318,27326766,27366774,27439438,27514178,27515432,27537220,27688182,27766832,27833072,27945543,28116062,27338917.43,,33697943,34319268,39155153,38724145,39698632,39927374,39388047,40123308,40064903,40120717,39955718,40256557,40440299,40208817,40447124,40627744,40564020,40640514,40673468,40778218,40993728
26904708,26942677,26850951,26988299,26966973,26868633,27034679,27112299,27180519,27223344,27328776,27367081,27441085,27514389,27516093,27539198,27688670,27767728,27833963,27947336,28118537,27339806.57,,33698766,34321378,39155184,38727438,39699193,39927398,39389158,40123664,40066229,40122315,39956613,40257806,40440434,40209871,40447200,40628644,40565828,40641751,40673681,40778359,40994643
26905301,26942695,26852331,26988735,26968296,26869037,27034702,27112718,27180775,27223722,27330204,27367669,27442277,27514688,27517725,27539309,27689649,27767870,27835015,27948447,28121972,27340625.57,,33699989,34321981,39155881,38731745,39700940,39929447,39389651,40124205,40066460,40122732,39956762,40258793,40441245,40210059,40449131,40629966,40567493,40642045,40675267,40779297,40995548
26905831,26942731,26852695,26989206,26968490,26869180,27034806,27113304,27181512,27223726,27330490,27367728,27442480,27514954,27518130,27539359,27690642,27767989,27835183,27948834,28123519,27340989.95,,33700782,34322352,39159086,38741208,39701516,39930308,39389786,40124286,40067754,40123520,39957092,40259221,40442171,40210752,40451103,40630798,40567853,40642434,40675303,40779367,40996542
26905939,26944435,26853758,26990133,26969742,26869774,27036259,27113721,27183165,27224789,27331462,27368826,27443337,27515382,27520254,27539549,27693212,27769186,27835465,27950197,28123554,27342006.62,,33702311,34324371,39163651,38753469,39718680,39930813,39392836,40124510,40067919,40123608,39957581,40261849,40442487,40214541,40451586,40631117,40569379,40644682,40676233,40780710,40997107
26905986,26945401,26853900,26991593,26969999,26869930,27036382,27114349,27183417,27225532,27331647,27369526,27443532,27516418,27522614,27540692,27693496,27769287,27835494,27951582,28125933,27342700.48,,33707075,34325408,39164159,38754412,39719738,39932168,39396215,40124512,40068110,40123795,39959199,40261948,40443355,40214570,40451948,40631394,40570597,40645684,40676320,40781871,40999759
26906308,26945699,26854362,26992194,26970167,26869956,27036452,27115833,27184337,27226520,27331694,27369543,27443568,27516453,27522792,27541047,27693628,27769335,27835699,27953289,28126895,27343131.95,,33709526,34326004,39165662,38760358,39720538,39932326,39399419,40124521,40068129,40124560,39959303,40262356,40443635,40219232,40452779,40631796,40572505,40645746,40676390,40784112,41000748
26906406,26946621,26854553,26992323,26970371,26869966,27036617,27116391,27185121,27226526,27331728,27369624,27444002,27516472,27522814,27541315,27693881,27769532,27837472,27956289,28128001,27343620.24,,33711007,34328390,39166281,38766569,39723172,39934459,39400343,40125280,40068159,40125629,39960260,40262434,40444446,40220300,40453869,40631944,40574190,40651712,40678210,40786638,41002528
26906739,26947565,26854699,26992644,26970629,26870453,27036699,27117209,27187142,27227051,27333918,27370205,27444048,27516611,27522994,27541680,27694291,27769543,27838885,27956482,28128928,27344210.24,,33711757,34328597,39170560,38773292,39724536,39934464,39402541,40125771,40068694,40126245,39960945,40262463,40444760,40221003,40455349,40634054,40576009,40651935,40678944,40788880,41004292
26907296,26947659,26854765,26992648,26971793,26871485,27037182,27117664,27188213,27227696,27334119,27371648,27445178,27516891,27523930,27541717,27694318,27769798,27839318,27957398,28129097,27344753,,33717209,34330653,39171585,38777471,39724928,39934577,39403923,40125889,40069006,40126733,39961051,40263346,40444809,40221053,40457805,40636485,40576307,40653588,40681222,40789415,41004427
26907355,26948803,26854976,26992930,26972462,26871719,27037812,27118208,27190000,27228090,27334424,27371734,27445554,27517195,27524632,27542136,27695199,27770166,27839527,27958759,28130511,27345342.48,,33718162,34330940,39172498,38778213,39725155,39935875,39403962,40126648,40069444,40127871,39961424,40265427,40445243,40222675,40457882,40637626,40578575,40653634,40682683,40789721,41005157
26907627,26949490,26855114,26993520,26972544,26871776,27037837,27118546,27191059,27228638,27334649,27371979,27445726,27517642,27524811,27542304,27695221,27770728,27843250,27959513,28131385,27345874.24,,33718251,34331844,39176495,38782644,39732081,39936714,39405620,40127626,40070201,40127925,39961972,40265549,40447724,40224072,40458609,40638206,40579783,40653669,40682728,40790519,41005902
26907938,26949627,26856256,26993793,26972609,26872388,27038764,27118566,27191136,27229963,27335003,27373800,27446607,27518006,27524883,27542572,27695336,27771040,27844858,27962909,28131489,27346549.67,,33718568,34332024,39177055,38786640,39735057,39937689,39409539,40127840,40072511,40127964,39963897,40266251,40448115,40225031,40461037,40638668,40585154,40655253,40684353,40792388,41006308
26907941,26950478,26856986,26993948,26972719,26872799,27038998,27118580,27191349,27231346,27335055,27374543,27446814,27518183,27526467,27542768,27695352,27772664,27845892,27963125,28131788,27347037.86,,33718614,34332826,39181430,38786957,39735667,39938003,39410006,40128136,40073679,40129284,39964214,40267691,40448524,40226124,40461722,40639126,40585181,40655648,40687514,40792894,41007756
26907975,26950771,26858239,26994181,26973454,26873038,27041190,27120058,27192039,27231736,27335828,27375013,27448372,27518642,27527246,27543705,27696596,27772918,27846140,27964153,28135362,27347936,,33719598,34333647,39183392,38801883,39737149,39940192,39410303,40129170,40074792,40130027,39968062,40268326,40449390,40227809,40464846,40640147,40585755,40659517,40688113,40792930,41011469
26908227,26950798,26859399,26994240,26973658,26873229,27041319,27120622,27194811,27232390,27337167,27375260,27449104,27518643,27527556,27544510,27696915,27773517,27846887,27964541,28143840,27348887.29,,33721268,34334387,39192200,38810372,39744302,39941921,39412177,40129781,40075688,40130364,39968786,40268492,40450414,40229318,40466936,40640872,40586328,40659940,40689102,40793092,41011885
26908340,26950895,26859874,26994371,26973667,26873563,27041584,27120705,27195900,27232424,27337205,27375554,27449230,27518910,27528816,27544552,27698898,27774448,27847081,27965501,28144060,27349313.24,,33721296,34335505,39193122,38816223,39744973,39942461,39412680,40131649,40076136,40131619,39971913,40268499,40452250,40230710,40469546,40643554,40588063,40659946,40689761,40794043,41012528
26908579,26951028,26859982,26995339,26974171,26874051,27041750,27121541,27197151,27232525,27337798,27375603,27449627,27519383,27529199,27545101,27699079,27776097,27849112,27965571,28144268,27349855,,33724750,34340087,39193244,38817821,39755607,39942986,39413027,40134135,40076771,40131687,39972904,40270159,40452722,40232202,40469924,40646695,40588566,40660998,40689794,40794369,41013605
26908663,26951156,26860253,26995444,26975064,26874201,27041992,27121686,27197643,27233789,27338136,27377204,27450556,27519926,27530795,27545392,27699251,27776895,27851371,27966041,28145945,27350543,,33728336,34340230,39193625,38820855,39756084,39946197,39413657,40136016,40077197,40132334,39972994,40270349,40454056,40232996,40470683,40646704,40589294,40662578,40690861,40796238,41017298
26908928,26951326,26860428,26996710,26975089,26874644,27042842,27122388,27198357,27235848,27339999,27377884,27451341,27520099,27531119,27545533,27700161,27777662,27853188,27968908,28148141,27351456.9,,33729046,34340694,39194256,38828326,39759417,39949802,39415289,40136991,40077226,40132534,39973106,40270968,40454476,40235127,40472195,40647326,40590653,40662966,40692665,40797306,41020258
26908970,26952225,26860451,26997250,26975151,26875721,27042962,27124368,27199750,27236332,27340199,27378680,27451635,27520840,27531273,27545689,27700420,27778171,27854875,27970462,28151125,27352216.62,,33734096,34341182,39195299,38830598,39768297,39950609,39416424,40139591,40078028,40132871,39973466,40273662,40458673,40237061,40474121,40648300,40591813,40662985,40693911,40799064,41021820
26909213,26952983,26860598,26997363,26975168,26876046,27043792,27124735,27202319,27237227,27340584,27378923,27451636,27521217,27532191,27545756,27700562,27778218,27858805,27970484,28151690,27352833.81,,33737397,34341741,39198132,38839717,39772321,39956215,39419805,40140783,40078670,40134183,39973599,40273873,40458998,40237538,40475286,40648301,40592271,40663645,40694282,40800138,41026735
26909997,26953221,26860782,26997423,26975616,26876191,27044111,27125536,27202765,27237521,27341515,27379027,27451998,27521218,27532423,27549491,27700740,27778596,27859321,27970724,28155697,27353519.67,,33739832,34342107,39198958,38840835,39777680,39956244,39420828,40144034,40078994,40134534,39975125,40274023,40459469,40238140,40476010,40648856,40593292,40664533,40694751,40800260,41026820
26910183,26953264,26861046,26997953,26976155,26876298,27046600,27125655,27203142,27238025,27341717,27379996,27452206,27521332,27532854,27549935,27701862,27779248,27860063,27972241,28155747,27354072.48,,33740192,34342450,39199299,38843236,39779708,39957064,39422785,40144963,40079559,40135320,39976669,40274169,40459616,40239809,40477179,40648864,40593746,40664576,40695019,40800789,41027779
26910777,26953993,26861452,26998223,26977774,26876463,27047315,27125903,27203175,27238929,27342421,27380498,27452383,27521907,27534407,27550248,27704042,27779901,27863775,27973134,28159371,27355051.95,,33747217,34343774,39201077,38845642,39783131,39958878,39423024,40146349,40079913,40135574,39979393,40275504,40461419,40240369,40478730,40649282,40596073,40665374,40697434,40800792,41028736
26911008,26954116,26861961,26998420,26978033,26876727,27047816,27126049,27203276,27239112,27343077,27380608,27452479,27521939,27534923,27550273,27704161,27780590,27864006,27974152,28159562,27355347.05,,33749513,34344207,39202027,38848286,39790339,39958919,39424797,40146439,40080981,40136289,39979611,40276378,40462369,40240371,40478792,40650827,40598288,40665924,40698377,40800816,41030600
26911927,26954601,26862357,26998513,26978136,26877211,27048340,27126136,27204218,27240506,27344051,27381505,27452765,27523068,27535148,27550631,27704359,27781074,27864493,27980172,28160853,27356193.52,,33750972,34350003,39202779,38849823,39791154,39960833,39425258,40146563,40080984,40136720,39982132,40278811,40464484,40240566,40479972,40651227,40598618,40666529,40703429,40801219,41032531
26912037,26954676,26863123,27000021,26979232,26877335,27048736,27127308,27204440,27241918,27344604,27382275,27453215,27523320,27535245,27551789,27705190,27784027,27864540,27980378,28165284,27357080.62,,33755293,34351947,39203473,38851164,39798072,39960839,39427865,40149906,40081579,40137000,39982400,40279736,40464712,40241106,40482539,40651663,40602660,40668347,40704439,40801319,41033169
26912191,26955385,26863289,27000204,26979687,26877383,27049453,27128372,27204671,27242343,27345426,27382703,27453295,27523470,27535359,27552498,27706215,27784676,27868608,27982980,28166478,27357842.19,,33757133,34359973,39204472,38864714,39798454,39961569,39428731,40151288,40082179,40137871,39983239,40283470,40468923,40241334,40483648,40652289,40603731,40668866,40704889,40801559,41033337
26912918,26955481,26863604,27000214,26979987,26877798,27049646,27128582,27206168,27242771,27347143,27382843,27453539,27523553,27535429,27552612,27707231,27785256,27868938,27983712,28168073,27358357.05,,33763622,34361798,39205167,38866876,39799491,39963276,39429566,40152092,40083399,40138867,39985854,40283486,40471176,40242313,40484003,40653581,40606486,40668906,40705110,40803102,41034495
26913250,26956402,26863974,27000615,26980010,26877801,27049749,27128622,27206660,27243024,27347334,27383087,27454142,27523850,27535923,27552908,27707922,27785829,27869347,27984145,28169398,27358761.52,,33768335,34365641,39209822,38870145,39800509,39963514,39429578,40152578,40085079,40139646,39986413,40285522,40472922,40244731,40484424,40654986,40609237,40669127,40706673,40805245,41034731
26913356,26956774,26864268,27000683,26980461,26877803,27049898,27128869,27207726,27243399,27347595,27383560,27454553,27525053,27537553,27553378,27708009,27785952,27869852,27984567,28170261,27359217.62,,33768543,34366744,39211172,38870569,39802050,39963734,39430875,40152604,40085332,40141899,39988036,40286868,40473199,40244913,40487717,40655536,40609860,40669435,40708496,40805298,41035304
26913908,26956958,26864446,27000764,26980485,26878435,27050230,27130307,27207746,27245011,27348218,27384330,27454646,27526609,27538230,27554000,27708049,27786866,27872743,27986920,28170646,27359978.43,,33769289,34372118,39213386,38874464,39804869,39964121,39431216,40152966,40085428,40141918,39988104,40289813,40476502,40244999,40489951,40658141,40609908,40669609,40708620,40806801,41038244
26914400,26957025,26864773,27001013,26980544,26878666,27050343,27131511,27208469,27245191,27348401,27385093,27454937,27526637,27539075,27554712,27708175,27787160,27873216,27990584,28172192,27360577,,33770153,34372949,39214846,38875110,39809148,39964445,39432154,40153364,40085576,40142211,39988527,40291749,40476683,40246574,40492952,40658856,40611423,40669653,40708851,40807640,41038428
26914873,26957097,26866653,27001081,26980968,26880237,27050392,27131843,27209874,27247753,27349718,27385290,27455355,27527216,27539423,27554893,27708728,27787939,27874197,27991617,28174186,27361396.81,,33781904,34374035,39214864,38883424,39813590,39965807,39432671,40153797,40086284,40142227,39989255,40293905,40476936,40247701,40493874,40660298,40611861,40674381,40708900,40808039,41038566
26915182,26957453,26866863,27001844,26981854,26880443,27050520,27132739,27211349,27248298,27350151,27385347,27455713,27528108,27539713,27556030,27708773,27788039,27874967,27992511,28174299,27361914.1,,33792920,34377138,39216634,38885235,39814985,39965865,39433169,40154479,40086727,40142852,39990738,40294677,40477181,40248987,40494346,40667110,40612712,40675082,40708932,40808548,41038577
26915339,26957743,26867432,27002341,26983189,26880674,27051084,27134363,27211561,27248547,27350439,27385451,27457487,27528202,27539719,27556313,27708827,27788385,27875038,27994275,28179064,27362641.57,,33806002,34378030,39219587,38891641,39819301,39966249,39433632,40155392,40086954,40144351,39992396,40296530,40477255,40249133,40495199,40667147,40612845,40676198,40708979,40808883,41039647
26915636,26958985,26868065,27003421,26984292,26881043,27051251,27134463,27211961,27248685,27350913,27385919,27457647,27528574,27539842,27556652,27713073,27788787,27877180,27995228,28180243,27363421.9,,33813524,34379490,39223867,38894926,39825978,39968495,39433973,40155710,40087255,40144777,39993524,40296928,40478049,40249520,40497725,40667193,40613546,40676746,40709211,40810589,41040766
26915655,26959901,26868761,27003915,26984859,26881692,27051422,27135950,27212653,27248855,27352765,27386310,27458098,27529348,27539941,27556824,27713380,27789679,27878497,27995899,28181138,27364073.43,,33822455,34379634,39226069,38899643,39828361,39969975,39434630,40157576,40090036,40144911,39993997,40297903,40480459,40251596,40497875,40667485,40615808,40677473,40710404,40811880,41041127
26915966,26959904,26869488,27004029,26985161,26881964,27051641,27136279,27213241,27249745,27352765,27386400,27458250,27530432,27540754,27556836,27714203,27789710,27879566,27996294,28185062,27364651.9,,33830453,34383466,39226932,38900966,39831667,39971335,39436002,40157900,40090597,40145464,39995074,40298286,40480810,40255564,40498242,40667969,40618696,40679293,40710640,40812115,41042315
26916327,26960259,26870083,27004620,26985692,26882489,27051837,27137449,27213247,27250225,27352987,27387100,27458336,27531038,27543749,27556885,27714698,27790057,27879782,27996599,28185109,27365169.9,,33835532,34386521,39231829,38902348,39833031,39973531,39436562,40158922,40090892,40146784,39996093,40299700,40480990,40257384,40499104,40668081,40619509,40682093,40711134,40813799,41043270
26916382,26960797,26871420,27004917,26985771,26882675,27052474,27137540,27216136,27250392,27355249,27388379,27459117,27531568,27544911,27557031,27716805,27790324,27880270,27997283,28187761,27366057.24,,33844398,34386857,39232155,38902479,39834094,39973687,39437256,40159905,40091684,40149179,39996815,40300036,40481587,40261248,40499149,40670426,40620111,40682618,40713213,40815766,41043693
26917877,26962034,26871649,27005028,26986542,26882708,27052501,27138133,27217157,27250803,27355432,27389486,27459633,27532392,27544923,27557160,27717844,27790335,27880809,27997580,28189008,27366620.67,,33848604,34386889,39234469,38905987,39836300,39975370,39437914,40160255,40091771,40149686,39997513,40300228,40485041,40261263,40499451,40670705,40620175,40683093,40713511,40817800,41045119
26918088,26962299,26871799,27005606,26986654,26883679,27052562,27138595,27217242,27251159,27356251,27389854,27460408,27532475,27545515,27557339,27718158,27790510,27881340,27997625,28190244,27367019.14,,33855398,34387242,39237255,38910850,39837305,39975610,39438892,40162139,40092110,40152264,39997991,40303294,40491859,40263085,40500064,40670946,40620236,40683662,40715650,40819322,41045254
