0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
30586723,30955005,30370739,30206921,30351682,30276776,29859489,29751280,30013257,29623361,29832717,29632914,29960817,29591193,29853058,29781733,29543957,29520072,29576922,29656817,29629775
30588574,30995705,30377648,30206925,30377889,30281124,29865754,29758898,30021870,29624652,29834130,29637542,29961903,29594529,29853735,29783610,29545597,29524492,29577462,29657921,29630050
30589974,30996832,30378329,30247506,30393092,30281833,29871989,29759085,30034749,29625396,29837248,29640232,29963793,29594892,29862120,29783662,29546651,29526922,29579069,29659074,29630979
30602425,31001832,30378341,30285548,30394411,30281898,29880625,29759565,30036062,29629392,29839306,29644449,29964459,29598700,29866091,29784587,29546835,29528062,29586709,29664272,29632664
30611811,31014135,30385276,30299641,30394624,30284900,29917240,29767566,30041355,29635677,29840396,29648725,29965381,29602904,29871101,29785085,29548339,29536494,29589439,29666966,29637703
30625255,31017674,30390538,30309624,30395510,30285137,29923598,29772883,30042088,29636896,29845268,29657040,29968759,29603034,29872799,29789147,29549451,29541628,29589774,29667309,29641054
30644541,31023311,30391563,30311031,30409950,30290459,30002473,29773505,30050791,29638394,29845336,29657915,29972309,29606553,29875688,29789358,29550108,29544157,29591022,29667639,29643368
30658064,31027512,30393019,30314066,30410146,30290552,30011742,29773728,30051656,29639327,29849189,29661186,29972798,29608680,29876215,29791154,29552157,29544379,29600467,29668523,29644752
30662575,31046667,30405285,30319157,30413071,30290792,30043221,29780428,30053258,29640922,29853953,29661919,29973355,29609106,29877858,29791169,29553102,29546661,29604402,29668590,29650439
30666850,31047047,30420524,30320807,30416333,30292051,30053566,29781920,30061266,29642570,29854011,29664397,29973389,29610127,29882466,29793778,29556161,29554456,29606503,29670421,29652752
30704598,31053675,30424780,30327489,30422299,30303017,30078671,29783228,30069311,29645366,29856287,29669677,29974504,29612080,29884101,29796563,29557075,29558791,29609521,29676278,29656753
30742669,31073579,30425019,30329670,30429967,30310423,30109075,29790345,30077331,29646072,29857170,29670821,29975458,29612304,29886933,29797297,29558665,29563830,29611356,29676882,29659606
30993100,31073844,30429063,30336325,30438109,30310683,30109595,29791553,30079056,29647622,29857188,29676465,29976528,29613259,29891056,29799831,29558704,29565046,29613900,29678503,29660684
31193787,31092627,30430159,30340528,30438868,30313728,30119251,29794218,30079937,29648772,29862984,29679023,29978008,29613560,29898033,29800974,29559037,29567126,29615379,29679659,29671714
31552999,31113605,30432506,30352145,30442598,30319972,30157826,29797544,30080962,29651869,29869223,29681848,29978056,29615266,29901668,29802385,29560017,29571043,29623303,29680094,29672581
31667523,31114908,30433270,30373417,30446827,30321360,30170380,29798904,30091659,29652195,29883561,29686654,29980281,29615306,29905679,29806551,29561841,29574205,29624375,29680685,29682450
31697010,31117373,30438525,30383742,30454930,30323034,30182722,29799285,30092986,29659232,29885288,29689913,29981387,29615880,29908671,29811731,29565135,29576955,29624615,29683283,29685277
31734124,31136996,30444610,30385451,30455000,30323975,30184220,29803356,30097250,29659706,29890490,29693299,29983081,29616137,29911887,29812135,29565178,29577535,29625364,29685127,29689255
31736929,31160068,30452033,30389002,30455372,30324270,30193990,29803526,30099168,29661949,29895756,29696525,29983656,29621298,29912901,29815202,29565302,29579265,29626129,29692065,29692974
31745831,31163516,30472000,30395842,30458306,30327688,30199544,29806593,30099419,29666052,29898580,29704642,29983877,29623987,29914190,29819821,29567308,29582916,29626967,29702524,29693171
31746486,31168261,30478165,30401756,30461640,30333731,30206185,29814102,30099582,29666873,29902202,29711881,29985379,29626305,29914408,29820429,29572115,29587102,29627310,29707162,29698973
31768596,31199094,30480382,30412964,30465236,30335049,30238493,29817015,30103538,29669461,29907058,29712085,29986744,29633087,29915831,29821739,29573368,29590289,29630891,29708251,29701613
31784619,31208866,30487767,30420315,30469961,30335449,30241284,29819527,30105677,29671249,29909890,29712398,29988444,29641602,29919471,29821805,29573800,29593367,29633975,29709521,29707988
31793739,31214270,30488083,30422271,30481791,30346917,30260177,29820968,30106892,29672171,29910654,29712970,29988744,29644626,29924995,29822072,29576940,29595514,29634529,29713611,29708887
31796558,31226617,30493868,30423869,30484261,30360147,30264126,29822988,30109276,29676732,29918418,29714748,29991512,29645174,29925912,29822251,29578175,29597735,29634647,29715474,29709335
31813626,31230756,30501632,30425833,30489176,30361062,30266416,29823201,30113487,29685710,29921708,29722631,29994349,29651083,29928276,29826149,29579261,29620184,29639482,29715588,29710225
31816114,31241749,30507822,30426387,30492171,30362192,30267431,29823880,30115219,29689520,29922326,29724455,29995750,29652945,29930464,29827153,29581550,29620312,29640179,29717125,29714047
31892928,31243025,30512732,30437228,30492411,30362488,30268520,29824435,30116138,29694287,29924363,29728080,29999433,29655463,29934193,29835908,29582120,29622997,29648284,29718022,29717183
31928564,31254050,30518120,30438497,30494792,30367996,30273184,29825274,30116569,29698586,29924497,29729469,30003212,29655740,29937068,29838571,29584136,29624360,29652103,29720935,29720594
31932853,31272974,30519190,30458203,30497230,30371300,30276531,29829417,30125596,29699046,29926656,29733348,30003985,29657655,29946692,29838947,29586750,29626351,29658541,29723878,29722003
32000963,31273495,30539719,30459549,30502515,30372271,30278102,29829489,30133332,29700035,29926671,29734741,30004025,29660638,29948909,29838954,29588050,29626506,29659980,29724580,29724400
32005002,31284786,30540794,30475741,30514370,30372567,30291660,29830449,30137208,29700099,29933022,29735487,30004750,29663334,29952307,29839016,29588604,29627169,29662924,29725078,29730825
32006890,31292228,30548898,30493213,30518788,30377321,30293838,29834823,30138622,29700522,29935631,29739143,30007388,29664015,29960055,29839176,29589667,29630619,29663070,29725266,29731934
32011278,31294257,30550898,30496806,30521364,30379604,30302761,29836054,30141513,29701066,29937166,29739258,30009574,29664122,29965253,29841054,29592483,29635925,29664565,29729142,29737328
32012782,31297102,30560504,30497912,30523396,30383860,30310744,29840601,30142097,29702237,29937821,29744527,30013824,29675405,29971768,29841120,29596196,29636656,29665347,29729180,29737824
32016165,31301633,30572149,30499939,30524809,30387464,30313340,29848274,30149102,29706977,29939815,29745354,30013933,29679261,29972417,29843335,29597382,29637055,29666331,29729342,29738325
32016666,31321826,30610719,30504522,30530941,30390192,30329051,29852483,30150711,29707095,29939885,29745802,30018162,29680948,29973454,29845083,29599948,29640640,29673990,29735604,29739672
32030992,31330981,30655350,30509359,30531047,30394724,30333795,29853712,30154434,29717206,29945686,29755038,30018526,29689053,29980414,29846869,29600662,29642962,29678309,29736128,29744925
32033516,31333465,30659433,30511106,30531179,30394737,30355769,29854786,30158060,29726680,29945877,29755122,30023229,29692689,29980718,29847192,29602922,29647437,29678396,29736371,29746002
32034504,31335767,30666393,30522790,30535056,30396124,30358755,29856713,30158301,29726959,29947547,29756819,30025686,29694075,29983981,29847974,29603332,29648400,29680482,29737956,29746908
32040583,31339222,30677039,30522877,30536921,30399338,30376693,29861043,30160253,29727756,29947888,29761829,30026063,29696499,29985403,29850913,29605235,29650979,29682125,29745165,29751781
32047982,31342912,30690115,30523675,30538755,30401404,30400842,29861789,30161063,29729915,29949615,29767795,30028239,29696988,29987823,29851283,29606239,29655838,29682799,29746930,29752578
32049203,31357294,30698374,30531094,30543856,30404164,30406157,29874591,30168042,29733897,29951814,29767992,30029368,29697530,29996915,29857727,29608932,29658017,29686178,29750498,29752959
32049408,31363297,30731265,30531616,30546405,30409009,30406573,29875112,30172485,29734499,29955406,29779980,30032148,29701702,30002001,29858612,29611426,29664765,29686491,29752273,29756591
32058163,31363358,30732650,30534451,30556644,30410381,30407994,29875680,30172707,29735425,29958157,29788121,30038683,29702455,30002472,29858950,29613127,29668116,29687460,29757988,29757917
32063785,31368795,30741012,30538908,30568759,30410422,30408273,29881768,30173040,29737533,29959688,29791448,30039695,29703219,30007647,29859063,29614407,29671539,29690690,29758042,29763025
32067276,31369189,30745350,30543883,30572879,30421011,30414442,29882217,30176586,29740962,29962606,29798876,30047939,29705636,30010301,29859287,29617569,29673886,29691280,29766125,29770472
32071192,31376905,30761344,30544851,30580030,30422429,30418038,29883794,30176745,29742201,29967213,29800743,30048228,29708565,30011346,29859757,29619918,29679031,29691797,29771402,29772649
32072441,31379765,30763433,30548589,30583778,30425516,30431604,29885676,30177284,29743998,29975372,29807975,30048503,29710415,30015721,29862276,29621468,29680519,29694601,29774560,29773869
32075850,31380973,30764056,30570880,30585964,30435079,30437804,29891409,30177361,29755625,29975471,29817311,30050377,29714182,30020018,29862341,29630124,29681582,29695288,29782457,29782407
32077014,31385188,30830785,30593479,30598158,30442289,30449628,29893410,30177679,29757363,29976299,29824364,30051753,29714295,30030933,29865930,29631757,29681834,29699699,29783769,29789598
32078547,31388766,30851924,30615630,30601122,30455662,30451891,29894206,30184217,29758245,29976343,29830643,30052696,29714519,30035054,29868538,29633667,29682824,29699898,29788102,29795171
32079461,31389798,30872207,30617397,30603870,30487743,30458944,29899221,30185403,29760479,29978500,29832082,30053643,29716601,30035588,29868851,29636400,29685016,29700174,29791678,29796074
32080777,31393212,30940285,30626874,30609823,30516301,30462910,29909726,30190004,29762255,29978680,29834491,30056798,29717626,30036734,29872201,29643164,29686361,29702068,29793759,29797807
32082157,31395454,30958675,30638865,30626856,30520043,30465915,29915943,30191413,29766259,29979675,29843632,30058557,29720796,30038067,29873736,29643402,29688410,29702719,29795608,29800187
32084256,31397116,30996076,30648269,30627672,30537385,30478393,29917429,30194237,29770185,29981383,29849613,30060991,29720807,30039292,29874358,29643480,29692597,29713989,29798016,29802964
32085293,31397827,31000312,30654798,30628864,30542984,30489742,29918396,30194448,29771921,29981761,29849810,30061846,29723527,30040335,29875470,29644398,29693751,29721183,29798108,29805389
32088114,31406509,31004864,30656624,30652234,30572758,30491697,29923611,30195121,29773060,29983831,29851136,30065327,29723703,30042425,29878921,29650341,29700039,29732337,29798459,29808521
32089633,31423743,31008026,30681257,30663268,30589834,30493564,29925018,30196401,29774139,29985387,29852492,30066362,29727818,30043256,29879909,29651476,29703601,29733213,29798589,29814046
32091926,31427133,31035168,30683648,30665225,30590887,30515447,29929828,30201257,29777822,29986143,29853288,30066703,29728827,30043584,29881225,29653470,29704016,29733930,29800303,29814060
32093496,31427801,31037353,30684918,30679558,30591696,30523766,29933373,30202892,29784085,29990888,29855199,30067403,29728988,30044662,29882167,29664535,29705322,29734295,29801802,29817876
32095010,31440185,31038898,30701678,30703046,30592253,30527725,29934957,30205768,29797089,29991455,29855708,30067969,29730368,30045079,29883174,29670019,29708208,29737982,29802720,29819490
32096035,31443864,31044948,30745867,30706284,30592921,30527931,29938800,30206353,29800409,29992426,29856002,30068021,29730833,30048407,29886614,29671794,29708942,29738443,29803136,29821326
32096899,31445473,31074458,30782907,30740433,30599687,30531833,29941962,30206597,29804687,29998504,29867952,30068337,29731270,30048754,29887613,29673340,29723509,29739561,29804644,29825458
32099025,31445820,31081181,30783410,30759471,30603402,30535869,29944059,30213974,29809654,29999068,29873553,30069466,29732299,30050271,29888376,29686771,29723665,29743476,29805011,29829022
32101993,31446934,31097805,30794236,30764628,30604560,30537098,29945508,30214085,29814233,30000377,29876679,30069500,29734924,30051233,29889969,29691833,29724850,29743905,29811590,29829132
32104423,31454440,31102867,30803069,30773929,30607455,30542467,29949969,30214583,29816375,30001588,29877708,30070219,29734964,30052445,29890275,29693310,29732813,29747558,29816865,29832583
32104936,31463848,31104243,30806161,30781304,30617138,30552883,29950159,30217347,29816647,30002520,29879647,30073474,29737584,30053325,29894555,29696442,29736724,29751729,29817669,29832598
32108003,31467612,31108342,30807671,30792507,30618954,30560614,29955301,30227202,29819130,30003229,29894834,30074146,29740467,30059697,29897402,29697801,29736780,29756880,29818898,29833907
32113085,31474787,31109950,30823183,30795202,30620882,30560918,29956702,30227758,29820410,30003289,29910168,30074734,29751126,30062676,29897559,29703721,29739691,29760889,29820043,29838510
32115285,31481043,31123816,30829580,30800365,30622088,30565606,29956797,30230826,29820677,30003961,29916925,30083161,29763604,30070131,29899543,29705473,29740515,29765233,29820706,29842941
32116404,31489169,31132222,30831528,30802163,30623358,30573058,29956865,30233461,29829752,30004533,29927777,30083300,29768777,30072693,29899910,29707711,29741336,29766745,29825261,29845265
32117229,31492810,31132572,30838391,30803838,30628088,30576680,29958835,30233613,29837901,30005471,29929052,30083862,29790179,30073182,29900480,29708835,29743652,29767776,29826926,29845652
32118374,31504567,31134258,30864539,30810355,30636776,30578286,29959067,30234348,29839978,30008041,29946740,30085998,29804468,30079601,29901189,29710861,29751452,29768771,29838368,29848437
32118566,31509265,31140844,30879704,30824603,30640443,30588233,29961886,30238964,29844519,30009595,29952834,30096827,29805915,30080365,29904122,29711183,29753639,29769864,29839383,29851905
32120007,31513669,31141102,30885959,30832272,30653827,30588907,29964487,30241394,29848289,30013644,29968479,30097505,29813046,30084923,29906242,29711831,29754737,29769952,29844331,29856284
32123270,31532776,31152103,30886099,30845091,30654976,30589385,29964859,30249132,29848591,30015292,29969154,30097830,29836020,30087706,29907545,29717011,29755936,29772061,29845210,29856552
32127412,31546307,31155152,30887448,30848097,30666746,30621432,29966460,30252418,29848598,30015655,29970601,30106078,29845878,30089257,29909315,29720864,29756863,29773122,29845463,29856748
32128207,31576830,31168657,30890851,30850279,30670086,30656255,29971061,30258471,29851845,30021348,29982609,30106750,29861364,30090928,29912273,29722325,29760300,29773752,29846400,29858858
32128218,31603690,31172899,30898339,30853458,30679674,30661976,29973233,30265401,29855974,30022387,29982719,30108298,29862329,30091205,29912389,29736254,29762648,29776361,29849473,29859220
32128465,31609732,31179656,30902712,30895671,30688775,30667618,29975015,30269552,29859093,30022686,29997658,30110362,29862749,30096410,29917627,29739245,29762916,29777035,29851303,29859276
32128924,31631707,31190299,30919171,30898667,30693518,30681610,29985316,30269558,29861312,30024276,29998062,30113691,29863617,30097245,29921690,29744574,29767668,29784890,29853342,29859598
32133198,31647813,31216503,30924650,30907786,30700116,30694038,29988350,30279550,29865447,30025276,30002039,30118087,29864993,30098868,29922412,29750039,29768235,29789411,29856338,29859963
32133502,31662764,31217849,30925043,30908415,30703990,30699062,29992588,30285024,29873145,30030020,30003535,30118652,29868227,30100507,29924144,29753987,29771633,29789619,29856953,29864281
32136523,31672366,31227128,30935081,30913552,30715578,30699607,29994694,30290255,29875363,30038631,30008797,30120577,29871162,30100813,29924920,29754178,29773049,29793459,29857569,29866813
32136936,31683137,31232566,30940764,30921424,30723293,30702081,29995096,30290608,29877332,30041786,30013027,30121149,29874106,30103118,29927076,29754601,29782209,29801290,29859559,29867917
32137899,31691892,31240262,30956569,30939134,30727598,30702820,30002783,30297626,29877445,30042151,30014661,30121661,29874932,30103429,29929964,29755607,29789337,29808192,29861604,29869778
32138556,31696832,31246255,30986480,30947007,30740450,30707376,30010008,30299951,29878616,30043380,30017420,30123398,29875141,30105001,29930332,29756374,29791224,29811807,29861745,29871367
32139494,31761066,31247047,30987800,30953677,30746424,30709947,30016098,30305503,29880433,30043886,30035226,30125042,29876008,30119850,29931214,29757890,29793858,29815620,29861910,29872624
32141552,31761718,31258397,30989879,30958102,30746873,30710248,30016397,30311261,29889437,30044889,30045013,30126721,29881610,30121477,29934348,29760919,29796081,29820871,29863763,29873235
32141956,31782471,31260762,30990908,30970359,30757535,30711897,30019890,30313773,29892817,30047051,30050415,30128748,29883113,30123512,29935336,29762895,29799972,29825012,29867327,29876086
32144406,31783837,31274103,30992331,30977281,30767963,30716716,30021215,30322114,29901260,30047441,30056612,30130482,29884913,30123601,29937226,29767992,29804534,29825974,29867537,29877042
32145283,31843791,31285210,31005875,30988230,30776560,30719369,30023985,30322555,29906009,30048129,30058804,30132370,29891139,30125227,29938218,29769692,29808518,29826899,29868775,29879145
32146304,31882555,31288272,31014021,31011048,30789479,30728748,30032575,30323029,29909520,30049143,30066467,30132842,29895349,30131494,29938554,29770052,29811515,29826961,29870210,29880049
32148455,31920843,31291322,31023684,31015434,30792477,30732731,30040113,30328624,29924109,30049736,30086952,30134549,29902494,30134930,29938715,29771039,29811943,29830606,29870921,29880207
32148954,31960449,31297022,31036189,31030952,30796488,30733809,30040210,30329030,29926859,30052705,30090368,30135183,29904621,30136889,29940224,29772170,29819237,29833506,29878004,29880803
32149479,31965084,31297250,31046062,31052097,30801116,30743568,30044820,30329076,29938281,30054622,30108785,30135434,29907137,30139838,29941618,29776176,29824596,29833520,29880063,29882890
32150949,31996992,31297720,31077010,31054060,30802162,30749333,30047645,30330553,29938525,30054943,30114172,30140986,29912080,30142539,29942752,29778409,29825542,29834494,29880615,29884154
32151716,32000942,31301123,31086319,31056131,30807994,30753867,30053766,30332668,29945690,30055538,30125111,30141086,29914985,30143811,29946012,29779110,29833506,29840564,29881068,29889817
32157414,32003129,31308641,31088036,31065227,30808870,30756003,30059834,30349709,29960708,30055589,30146457,30141421,29918046,30144142,29948746,29780334,29843518,29841888,29883018,29893244
32158352,32007639,31315966,31096875,31112380,30815976,30757343,30064218,30351819,29962898,30055842,30161274,30145683,29918501,30146189,29953375,29782090,29847405,29843756,29884831,29893989
32160803,32007677,31316073,31100236,31113214,30837141,30763478,30068938,30354152,29966261,30058784,30163957,30153669,29933284,30148687,29954855,29785563,29859217,29844432,29886174,29894631
32163684,32008218,31323805,31101239,31127681,30838481,30771711,30087229,30360342,29968059,30060910,30171638,30161412,29943512,30152317,29957607,29788196,29861940,29846627,29888122,29895467
32164145,32016448,31325211,31104504,31132457,30860087,30777134,30089882,30360414,29975195,30062873,30172509,30165156,29954230,30165864,29958967,29788577,29872124,29855341,29890127,29897434
32167577,32021130,31327009,31104734,31140968,30860427,30779650,30091203,30362603,29983322,30064752,30192590,30166116,29957248,30167825,29960633,29791657,29873037,29856491,29892074,29899614
32171515,32046907,31330019,31137127,31150209,30869691,30781145,30092995,30365220,29987818,30070563,30200811,30167264,29958372,30168473,29961481,29795970,29877333,29857363,29895172,29900265
32174129,32054200,31331223,31140578,31151238,30875477,30785598,30098938,30370580,29999095,30070777,30211539,30168502,29966368,30169834,29965094,29799049,29898764,29858974,29895900,29902173
32174658,32055998,31333565,31150861,31176208,30881560,30792612,30111512,30372364,29999605,30073739,30212379,30168584,29969072,30170324,29965945,29805709,29900123,29861736,29905340,29902572
32174713,32071206,31343792,31157705,31177282,30888355,30794674,30112376,30376627,30011180,30074831,30213317,30171798,29970491,30173074,29966996,29807842,29904792,29864445,29908183,29905739
32175703,32075689,31357759,31178714,31178822,30905116,30795884,30119390,30379048,30012607,30076045,30219082,30174014,29981637,30173664,29967882,29808757,29909334,29866612,29908706,29905877
32176562,32076016,31360055,31184956,31179911,30926020,30805090,30119484,30381524,30013904,30076924,30220201,30176050,29985255,30174715,29968519,29816219,29909927,29868782,29908858,29906491
32176820,32079687,31362488,31202581,31182544,30929724,30813010,30120577,30387477,30017141,30077079,30221887,30179146,29986245,30177502,29970174,29822193,29912663,29869796,29911119,29906626
32178039,32081792,31363435,31203733,31194435,30933203,30833619,30126962,30391205,30028559,30078195,30225362,30181251,29994550,30178041,29973142,29822724,29915610,29870345,29913361,29906877
32179088,32085319,31370214,31238937,31203988,30937179,30834941,30128409,30391528,30034703,30085063,30225363,30181515,30000003,30178609,29975956,29825713,29918667,29872343,29913695,29911316
32179220,32085721,31374741,31246123,31207056,30942768,30835725,30132562,30393833,30036975,30092115,30229597,30183996,30001262,30179708,29976604,29836217,29920107,29874062,29914169,29913976
32183207,32090068,31374931,31247080,31224013,30943229,30846015,30138262,30398742,30040423,30093919,30242886,30186728,30008644,30180883,29979458,29846848,29920970,29877100,29916777,29916045
32184841,32090407,31391082,31267523,31229156,30948633,30846258,30142902,30404105,30040573,30095599,30246938,30189873,30009184,30182897,29980905,29846878,29925235,29878733,29917539,29920114
32184853,32101219,31391843,31271526,31246276,30953862,30848533,30146875,30406120,30053929,30098791,30249286,30190074,30016068,30185563,29981337,29847748,29926198,29881791,29917629,29922573
32185038,32103206,31394899,31279895,31256231,30978883,30849320,30157736,30412525,30062561,30099347,30273652,30190333,30022030,30187828,29983036,29853643,29935347,29883379,29919307,29923874
32185606,32104782,31395460,31285511,31286734,30982398,30858512,30160280,30418864,30064428,30102239,30278790,30190820,30026905,30189379,29986189,29855781,29936968,29884398,29919701,29924332
32186662,32104816,31401617,31306038,31291589,30993506,30865347,30169482,30419553,30080116,30103130,30279902,30193139,30027751,30189913,29990392,29857584,29938510,29888660,29923002,29927719
32186683,32107190,31403817,31311519,31298238,30999036,30871989,30173834,30422191,30083868,30103208,30297135,30197244,30033096,30191764,29990924,29859325,29942476,29890860,29923542,29928922
32188280,32109528,31406428,31317212,31300151,31023293,30898507,30174381,30425654,30104581,30105993,30297800,30197557,30033159,30196695,29992766,29864426,29946325,29891152,29924176,29933672
32188308,32110889,31407134,31317899,31300499,31039037,30933636,30182491,30432665,30109002,30111923,30300909,30197874,30042722,30197811,29992873,29864452,29949970,29893088,29927211,29934111
32188998,32112515,31412105,31323300,31302975,31053921,30936612,30184376,30435456,30118983,30112823,30308345,30199935,30043716,30201454,29994661,29865291,29953270,29896090,29928140,29934768
32189544,32116346,31430196,31327293,31303160,31062820,30948518,30185539,30436477,30120781,30114238,30310996,30200897,30046711,30204707,29997676,29869199,29963353,29899113,29931785,29938424
32189562,32116496,31435372,31343542,31303772,31103894,30968499,30189039,30438010,30124222,30115069,30311623,30203658,30053530,30204824,29998331,29869785,29965710,29901023,29936773,29939976
32190283,32117736,31436859,31348164,31305697,31103981,30975757,30189249,30441181,30145755,30120869,30315790,30205087,30055035,30213117,30000846,29872855,29967949,29902372,29938071,29940459
32191761,32117921,31441335,31350858,31315447,31113903,30976893,30189593,30446861,30152448,30121291,30318816,30217489,30068797,30216181,30001863,29873194,29970374,29904003,29944176,29943820
32193942,32120692,31442729,31351062,31317136,31121496,31000235,30199792,30452714,30164935,30122932,30323823,30223333,30070385,30216335,30003059,29873317,29970564,29908139,29948308,29944538
32194506,32124677,31444452,31353145,31320033,31175762,31009214,30200765,30454102,30166480,30126907,30330020,30230272,30075115,30218500,30005288,29876848,29976017,29911402,29948708,29948453
32195908,32126383,31447863,31360333,31320789,31196704,31025150,30212138,30461023,30168049,30127907,30339891,30232698,30091195,30218834,30008346,29878265,29977516,29912864,29955437,29949689
32196074,32128551,31449135,31361001,31323138,31201202,31026982,30215280,30471163,30168717,30128487,30342279,30233077,30104699,30219005,30014692,29879024,29983020,29913201,29956588,29950439
32197091,32129564,31453702,31363912,31330276,31202974,31035986,30218609,30476028,30171858,30128960,30353357,30237821,30110805,30221136,30021398,29885102,29983046,29918887,29958131,29953716
32197414,32130956,31455836,31370401,31337493,31217914,31037390,30231118,30476287,30184261,30129931,30356422,30237836,30124720,30223121,30023123,29886036,29987143,29921707,29962232,29954382
32197850,32132446,31463480,31385959,31341631,31233106,31044413,30231531,30478629,30216673,30136264,30357195,30242416,30125689,30225009,30023991,29886064,29987650,29922447,29962704,29960122
32202590,32134803,31463609,31398627,31343355,31239940,31052387,30232167,30483471,30220441,30138816,30357222,30244025,30138360,30226212,30024476,29887871,29988197,29930610,29965052,29960747
32202863,32135152,31466750,31419315,31353043,31254847,31055816,30238173,30484479,30226263,30141481,30370867,30244870,30172185,30236458,30026506,29891540,29989166,29933283,29965672,29961411
32203139,32137524,31468854,31429699,31353391,31271623,31055924,30242306,30489232,30230020,30143720,30372167,30246767,30175709,30240115,30029364,29894534,29991800,29934321,29971219,29963749
32204966,32138462,31474317,31429893,31353457,31291129,31094268,30245723,30490403,30231075,30147187,30374558,30247964,30179174,30242462,30030101,29895477,29992165,29942893,29971361,29968020
32204992,32139061,31481711,31432937,31363718,31295003,31095781,30247498,30494114,30244742,30149950,30392561,30249707,30186481,30242495,30031989,29896107,29993506,29946112,29972042,29969650
32207011,32141192,31486223,31436723,31365510,31296413,31102345,30256068,30499392,30244900,30153788,30394121,30250082,30188808,30244397,30032372,29908781,29994488,29946330,29974469,29970483
32207396,32142855,31487530,31437258,31365969,31310030,31107499,30258694,30500491,30246986,30157818,30400131,30250368,30191619,30244916,30032505,29908983,29994555,29950208,29975394,29972164
32207998,32142978,31500990,31448089,31367736,31316632,31111707,30268912,30503708,30261241,30159509,30401461,30255470,30198103,30245936,30034136,29910385,30000508,29955501,29979093,29974894
32208375,32143853,31506480,31450709,31369606,31324256,31112234,30271978,30503965,30275204,30161036,30407754,30258023,30199114,30246341,30035145,29911206,30004362,29955802,29983265,29974895
32209033,32146035,31509890,31453815,31374736,31325860,31124520,30275030,30506119,30277131,30163714,30411009,30258415,30208615,30247441,30036153,29911881,30006216,29959112,29986160,29977180
32209976,32147252,31517007,31473140,31379117,31329185,31157760,30284297,30528976,30282194,30168159,30413362,30261376,30209266,30248728,30037144,29912162,30013568,29962000,29990386,29979636
32210738,32147715,31519272,31475881,31383509,31351911,31159701,30288448,30536355,30283588,30170798,30423902,30261863,30209480,30248776,30044338,29918698,30017411,29962978,29993734,29980742
32210858,32150376,31527650,31481925,31390744,31359784,31168864,30293583,30542588,30283988,30173044,30437490,30261971,30217712,30251491,30047490,29922156,30018364,29964820,29997666,29982144
32211093,32150655,31531419,31483741,31398582,31367180,31170012,30300514,30549027,30291030,30174103,30440636,30268837,30251778,30255129,30053061,29923090,30019956,29965121,29999036,29982296
32211923,32150874,31538512,31493894,31399482,31367855,31220073,30304413,30555622,30303224,30177384,30446532,30269459,30254991,30257581,30057577,29926538,30023996,29967823,30004797,29983330
32213257,32151617,31540916,31499968,31400496,31372943,31257545,30304582,30574151,30322453,30178059,30449217,30273674,30256359,30261212,30058635,29927530,30026490,29968470,30004980,29983594
32213840,32156576,31543892,31501745,31407225,31390255,31258091,30309293,30579630,30328622,30181058,30449462,30274732,30265353,30264571,30067891,29928950,30026496,29972217,30005480,29986330
32217191,32161153,31544112,31516298,31411198,31410611,31265103,30313628,30584147,30333416,30181198,30452850,30278930,30265383,30266386,30067973,29932190,30030568,29973513,30006642,29988046
32218277,32161719,31551285,31524400,31415972,31418086,31276635,30317840,30584950,30336616,30182546,30460812,30280078,30267973,30268499,30070589,29937471,30030657,29975841,30006841,29988341
32218466,32162459,31557027,31541235,31419169,31430062,31281568,30319194,30591161,30336719,30186552,30461190,30286472,30272826,30272517,30070742,29945748,30032212,29980585,30007218,29988559
32219966,32162983,31570252,31556799,31419504,31482730,31283218,30338232,30592132,30337266,30189604,30473166,30286636,30273987,30272857,30071681,29947645,30042445,29981067,30007675,29989037
32221216,32163227,31594690,31560358,31425148,31491961,31295507,30341209,30593469,30337936,30190692,30475631,30287778,30280451,30273006,30072939,29949603,30048198,29986126,30015166,29989057
32221747,32163497,31595854,31571303,31434231,31492802,31312692,30352625,30596944,30344413,30196856,30478731,30291684,30281937,30274157,30073023,29954872,30050834,29989523,30017624,29990733
32221938,32166515,31613681,31572204,31435398,31510377,31330658,30354905,30598203,30345582,30200964,30482680,30293826,30288711,30280423,30074897,29958162,30052449,29991718,30017728,29990740
32222457,32167571,31696677,31580268,31439010,31510390,31376207,30367129,30606620,30351630,30210352,30491850,30294996,30292642,30282024,30074936,29958220,30057042,29996126,30021352,29993581
32224056,32167614,31725807,31583466,31440080,31526550,31384007,30369735,30618062,30362202,30211743,30494627,30295010,30298595,30283671,30076606,29958743,30059821,30000243,30021644,29996573
32224727,32171429,31729092,31614624,31443773,31534498,31386276,30374072,30627210,30375542,30212902,30517255,30301569,30307479,30285183,30079205,29960204,30071504,30002158,30022455,30003554
32225912,32173325,31745893,31629654,31444389,31536468,31393215,30374714,30628559,30378788,30219208,30522483,30306446,30310378,30291302,30082573,29963138,30072868,30005335,30026492,30003998
32227002,32173411,31746015,31636921,31445213,31541217,31393310,30377982,30630252,30379263,30220631,30525755,30309405,30315768,30291367,30085349,29972349,30072922,30005647,30027591,30004165
