0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
10578097,10866473,10817246,11159930,10904207,11164278,10732934,10900968,10820179,10548109,10855907,10679681,11089041,10892885,10611939,10856605,10945452,10825325,10923704,10857781,10859178
10768237,10889211,10959167,11190120,10941327,11184412,10763299,10967065,11050821,10704876,10903076,10792529,11351804,11022151,10813836,10887918,10950110,10948474,10930690,10920583,10885042
10773852,10954690,10970381,11231893,10942961,11193554,11001583,11015397,11118175,10875742,10922533,10892596,11611187,11046804,10857729,10963725,11000548,11101479,10973115,11028218,10902584
10787559,10989712,10983796,11354801,10944956,11210172,11007653,11046835,11151228,10939167,11038254,10906286,11964970,11049905,10859278,10965612,11083737,11167222,11038148,11045336,10927596
10825133,11010370,11015196,11624584,10981435,11243472,11063876,11079204,11318410,10989091,11127427,10908740,11968764,11076051,10920418,11016636,11102108,11198703,11081135,11132936,10930254
10827903,11023519,11026323,11656180,10994728,11248836,11135340,11093893,11326531,10989324,11169851,10921017,11971648,11094794,11004422,11025433,11102120,11200774,11116582,11138490,10948837
10841845,11042082,11076275,11736610,11033219,11324171,11372434,11104732,11347918,11060724,11232347,10939831,11977863,11130182,11017288,11035316,11130583,11319223,11207438,11140074,11004592
10844509,11081408,11077906,11848092,11039406,11375371,11398996,11216260,11380439,11069594,11320991,10946972,11996023,11203196,11027749,11070694,11162190,11406214,11254055,11144820,11082010
10845276,11091884,11087634,11863009,11060464,11628059,11507279,11223527,11385546,11072733,11392461,10964015,12016436,11226358,11049778,11126660,11192822,11469127,11301851,11250051,11124322
10853477,11093211,11096109,11982579,11066442,11877935,11539740,11235873,11531758,11077976,11458224,10968732,12046562,11227642,11055795,11152902,11273098,11645443,11311800,11379077,11153045
10882678,11103686,11110868,12009806,11068580,11899956,11631354,11277822,11545359,11094763,11543288,11016018,12047071,11253846,11070479,11189502,11475515,11753189,11515649,11384295,11239553
10893201,11132101,11123839,12031283,11112991,11919057,11889748,11297727,11670937,11107226,11617985,11023373,12051503,11322561,11104047,11224073,11620529,11757394,11599989,11386941,11257807
10937007,11138789,11138915,12072916,11132245,11919917,11944642,11307271,11673405,11187945,11675655,11040875,12057134,11359288,11210661,11297115,11629854,11959759,11618676,11497471,11309906
10941557,11142988,11143345,12094483,11140546,11951224,11979111,11347823,11893164,11244841,11695166,11042117,12063721,11455146,11268378,11361958,11685594,11972820,11630783,11530551,11525093
10945970,11143743,11148695,12098483,11146207,11961795,12026763,11347938,11953669,11344586,11922931,11081929,12064387,11477406,11356216,11398564,11799004,11975139,11879340,11551235,11585664
10954043,11153687,11151016,12130155,11147987,11987347,12049243,11352232,11969267,11454678,11979272,11085896,12078674,11617415,11402395,11418731,11806250,11987765,11900559,11554032,11952451
10955036,11157616,11154856,12148051,11227247,11992117,12065849,11382525,11969299,11577716,11985878,11101170,12085408,11741904,11419383,11443560,11855066,11991038,11907365,11659328,11979082
10957838,11159992,11157335,12154103,11235679,12003744,12071243,11496839,11973683,11578153,12000685,11106950,12087099,11809887,11457662,11447163,11890250,12000034,11922637,11738994,11988045
10965068,11163312,11185572,12159791,11241681,12024440,12072094,11726065,11998443,11689172,12006313,11112582,12103502,11841264,11468232,11566860,11961864,12002875,11974322,11750772,11990958
10970625,11164443,11207933,12179835,11290330,12051800,12107721,11768568,12001882,11785276,12040618,11114928,12111231,11895104,11619212,11590590,11967162,12027715,11999690,11901712,12005945
10971125,11171215,11209367,12189087,11316697,12060804,12110333,11781434,12013297,11848803,12050615,11117110,12114129,11946400,11621913,11591875,11974744,12035015,12016037,11911204,12017640
10982185,11177191,11220517,12192281,11359446,12063761,12120207,11802961,12013574,11858679,12069788,11129888,12125140,11954159,11672398,11635813,12000439,12045300,12053248,11914768,12065256
10989736,11182438,11244444,12195722,11375440,12065679,12124243,11824741,12020519,11865549,12072832,11167971,12125374,11955121,11698616,11716467,12003753,12050064,12061294,11934345,12065707
11005258,11187133,11253392,12200956,11391982,12069371,12136056,11882775,12025570,11875018,12080874,11172706,12126082,11958240,11726032,11832422,12014092,12056026,12064425,11944700,12072660
11006260,11187303,11259991,12205869,11400158,12073610,12137028,11905672,12028916,11888308,12088429,11175326,12126846,11963181,11930260,11842250,12021298,12063541,12064648,11945446,12118482
11008675,11190346,11266510,12217334,11438462,12077929,12138447,11926456,12030271,11911870,12089457,11178578,12132729,11971233,11963394,11849577,12029545,12079929,12069794,11960884,12122354
11019557,11193016,11269673,12219898,11489438,12082884,12151315,11927122,12030501,11924098,12091579,11189899,12141562,12012123,11991044,11939515,12034587,12080321,12101214,11981435,12137051
11024811,11195264,11289356,12220438,11525734,12100116,12169490,11934903,12042532,11954039,12097886,11228504,12143526,12025274,11997322,11949224,12040487,12083012,12102038,11992872,12157045
11029052,11197444,11342770,12231969,11597608,12115615,12178194,11943148,12045145,11957365,12098778,11291528,12148224,12048624,12004850,11970478,12040525,12101803,12108740,12000680,12157205
11033805,11206778,11349457,12273677,11610960,12115653,12182120,11971703,12067029,11960990,12099951,11380610,12158544,12056951,12008638,11994548,12041353,12101939,12109457,12047030,12161391
11038866,11217304,11362927,12290758,11701899,12125533,12184880,12000955,12095286,11962332,12111435,11449346,12160339,12064342,12012751,12009753,12041851,12104285,12113621,12050398,12180422
11043192,11218872,11372790,12295377,11859769,12127070,12189340,12005046,12105652,11964641,12135953,11490287,12161317,12064810,12025831,12030055,12045711,12104526,12114039,12061428,12181671
11043366,11224076,11385069,12306717,11879553,12131858,12195356,12022990,12126316,11990269,12137413,11515720,12161408,12067130,12035647,12038225,12047044,12109783,12121928,12067837,12185403
11054760,11230458,11436591,12318129,11884766,12134058,12195540,12040316,12134429,11999030,12146191,11540360,12164508,12071503,12055060,12040848,12048289,12127669,12126508,12074359,12190792
11073813,11232281,11516237,12318922,11944420,12140957,12200255,12041034,12139462,12013238,12149915,11547178,12167504,12093042,12066474,12061121,12057672,12130756,12138869,12081881,12191130
11075272,11232535,11565798,12320316,11992700,12141094,12215398,12041539,12140129,12025036,12159323,11565471,12170065,12101003,12070003,12061394,12070530,12131194,12147791,12083439,12192625
11080786,11233955,11635681,12321327,12047112,12145767,12215883,12044514,12157580,12034699,12162476,11781552,12170641,12103279,12104581,12062528,12080260,12142026,12153321,12084710,12194768
11085514,11236188,11726775,12334646,12053726,12146811,12219476,12051271,12163707,12034798,12163189,11857127,12172915,12111358,12112631,12076179,12080585,12142609,12155730,12085354,12195819
11085589,11238160,11834579,12334986,12056011,12147857,12221435,12076464,12163865,12093499,12172030,11867517,12174635,12113905,12113578,12086794,12087058,12151609,12156638,12089303,12199848
11089475,11241991,11870297,12338007,12059524,12149851,12231815,12080578,12168482,12093501,12176813,11877660,12175590,12115242,12113975,12104825,12102640,12161774,12157454,12091228,12200327
11100785,11246368,11881889,12342724,12082100,12155031,12245194,12099070,12176264,12100865,12186462,11902130,12175774,12115391,12114824,12106982,12105274,12164363,12157490,12112095,12200427
11101996,11252632,11910623,12346050,12095493,12164858,12246614,12116831,12178877,12103061,12192898,11935449,12180326,12127204,12135916,12111953,12109470,12172520,12162192,12123716,12205758
11103366,11256860,11911450,12348707,12095574,12175184,12247721,12120586,12183881,12105932,12206641,11942951,12182139,12127254,12144754,12119627,12116890,12178354,12174230,12134231,12208078
11109731,11273567,11931644,12349600,12110030,12184222,12255717,12123553,12188398,12107192,12209588,11945030,12188648,12134215,12151402,12126222,12122560,12178927,12174515,12136951,12220408
11113331,11283918,11945342,12350296,12116423,12184594,12259284,12138492,12189946,12118590,12214186,11957307,12188789,12134613,12155957,12126327,12123478,12183881,12175681,12142689,12220735
11118464,11284390,11959619,12350894,12128730,12186020,12260091,12139784,12190595,12119976,12222248,11981815,12190208,12140296,12157501,12130735,12125240,12190588,12176366,12152071,12221650
11134237,11292975,11965338,12354758,12132544,12188862,12260838,12140017,12197169,12122904,12223687,12002885,12193679,12166558,12162063,12136658,12134664,12191895,12181736,12158879,12224391
11158090,11294160,11967754,12362797,12137152,12192577,12266634,12146739,12203327,12123293,12225567,12003092,12198236,12176090,12167760,12141813,12137617,12197238,12182550,12166818,12225686
11173285,11296689,11978064,12367206,12154090,12193946,12276921,12156261,12206737,12125074,12231382,12003554,12200325,12178872,12173579,12143260,12143543,12199950,12188463,12172242,12235243
11177857,11298363,12021173,12370904,12161757,12204213,12284052,12173120,12208639,12132614,12231558,12007971,12204113,12180375,12176778,12153117,12148892,12204222,12194558,12181160,12236628
11190155,11300545,12026725,12385959,12165128,12206019,12284476,12174434,12208906,12134813,12237275,12008244,12204354,12180559,12178700,12153117,12158443,12207097,12195482,12183821,12237658
11193997,11300744,12029161,12389734,12169052,12233362,12285440,12179945,12214641,12141713,12239238,12027611,12205181,12181342,12183631,12154490,12160851,12209580,12199282,12186750,12237693
11222335,11305991,12031193,12413814,12184683,12235386,12290910,12180850,12218208,12145020,12245438,12055533,12209437,12188763,12190281,12159767,12162664,12216821,12206984,12196225,12238488
11227668,11306939,12032962,12416016,12185496,12237224,12291934,12183642,12218435,12145785,12245842,12060201,12213896,12191343,12191893,12163445,12165571,12217275,12207059,12200592,12238600
11239488,11308382,12040638,12418823,12188156,12245431,12293787,12185233,12222218,12146543,12250485,12066450,12236489,12201632,12192650,12164777,12177474,12218944,12212367,12200849,12245629
11239987,11311330,12065404,12422360,12193012,12246573,12300106,12187536,12222319,12156408,12256108,12068462,12238638,12202374,12193835,12168531,12180616,12221367,12212976,12204609,12245687
11256374,11320032,12067713,12423037,12205213,12254305,12306746,12193190,12228030,12161532,12257615,12068552,12239061,12204213,12198884,12173655,12188018,12227004,12214300,12206870,12246104
11281307,11324670,12067765,12432100,12216974,12254517,12309260,12207828,12228231,12161576,12258891,12085908,12252275,12205421,12201312,12173890,12192203,12227410,12216931,12206938,12251764
11291928,11325947,12069872,12440036,12217153,12263274,12310525,12209427,12231541,12162774,12260316,12097753,12253122,12208037,12205233,12174751,12192770,12229012,12221217,12207413,12256574
11292272,11330923,12080655,12446647,12237064,12263513,12313749,12211577,12233275,12164165,12264501,12100771,12254085,12208154,12205525,12178119,12203791,12229050,12223643,12207416,12257384
11315653,11338488,12088261,12459061,12255607,12264465,12315077,12215110,12234761,12164319,12266588,12109049,12254620,12219910,12206322,12179615,12209737,12233157,12228605,12215695,12267417
11360432,11350941,12089619,12469909,12257587,12264552,12317365,12220241,12237350,12167470,12274080,12129580,12257475,12228615,12208023,12181670,12217658,12237664,12228766,12216419,12267633
11371054,11351318,12098216,12473286,12257773,12266407,12318493,12227918,12239317,12182982,12279056,12169704,12257546,12241332,12211235,12186285,12224383,12240492,12234922,12222224,12267660
11409024,11355546,12103504,12478061,12275459,12268399,12325134,12231668,12241358,12184656,12293217,12176865,12258234,12241661,12224858,12186842,12227752,12242995,12242722,12223653,12275674
11425312,11360565,12107444,12481394,12286380,12268508,12326449,12233239,12245455,12186494,12297112,12184987,12262179,12242223,12228474,12193480,12233133,12246673,12244807,12224918,12278303
11563976,11360686,12116670,12481870,12300504,12292234,12329517,12233548,12246241,12191820,12302389,12189237,12262849,12244585,12233210,12197100,12234736,12251354,12245075,12226526,12281046
11662797,11360725,12127254,12482032,12302030,12298669,12329774,12238764,12249802,12192219,12305993,12189332,12262861,12245008,12240157,12197120,12236562,12253549,12247348,12228594,12292497
11666260,11363025,12135169,12482040,12305780,12300570,12331833,12262610,12252054,12196912,12307047,12193432,12263129,12247888,12253675,12200819,12238276,12253865,12250344,12231644,12294751
11779951,11363888,12142983,12485563,12306975,12304347,12332909,12267969,12252665,12197797,12308427,12199597,12263268,12248169,12261077,12208187,12248095,12259892,12251556,12232056,12295685
11792902,11384687,12146923,12506707,12308128,12305323,12339267,12269708,12257665,12200620,12314797,12201063,12264713,12258437,12262571,12208945,12249866,12261319,12253344,12235362,12296192
11798429,11395451,12161821,12507331,12321814,12306416,12344796,12277888,12259170,12203123,12318071,12202301,12270330,12264869,12264324,12212353,12250287,12265063,12255730,12235571,12299021
11812774,11441425,12182501,12522782,12331995,12310918,12347890,12278694,12260453,12209866,12318932,12204440,12272601,12267688,12265786,12216514,12253455,12269757,12256923,12235792,12300098
11813272,11444563,12185069,12529850,12339987,12311166,12349064,12282484,12260964,12221854,12323892,12206591,12277401,12272815,12269003,12221016,12257213,12273630,12259023,12243969,12300394
11842932,11452046,12188375,12531174,12341407,12314525,12349565,12286887,12263945,12228848,12329127,12207089,12279915,12273464,12272695,12228927,12259946,12277020,12260034,12243977,12308311
11954219,11519710,12189408,12531639,12342035,12314568,12351466,12290032,12263951,12228983,12331029,12211220,12283326,12277744,12275666,12231238,12260161,12277886,12261166,12246212,12308322
12063293,11536010,12197868,12537860,12346765,12315793,12354201,12302972,12270535,12230969,12340964,12216496,12288798,12278039,12284014,12233588,12261670,12278586,12261500,12252177,12314458
12202135,11555145,12209533,12544441,12347928,12317295,12355986,12305477,12273651,12232172,12342560,12219372,12290188,12280323,12288807,12235453,12265564,12282693,12263430,12252727,12314845
12220430,11627738,12210094,12576444,12348270,12317355,12357315,12305807,12277104,12235669,12344074,12222346,12293022,12289904,12289898,12237065,12266087,12283624,12281705,12254677,12314988
12221123,11765726,12210494,12613189,12349435,12320843,12359061,12306931,12279107,12236215,12346069,12223139,12298439,12290002,12292250,12238176,12267842,12286950,12283145,12257139,12315340
12597407,11830597,12213005,12617134,12352997,12320871,12364078,12316868,12280805,12240790,12346097,12230870,12301566,12290231,12293984,12239999,12273664,12287766,12291442,12259731,12316190
12631776,11864941,12214981,12618779,12358625,12323615,12364723,12317655,12281204,12242500,12347744,12236907,12301855,12290323,12295161,12241684,12277360,12296937,12292956,12260606,12317692
12685203,11928190,12216942,12626010,12361575,12324504,12364823,12330492,12289470,12242554,12348186,12240171,12302799,12291733,12298575,12244305,12279250,12298452,12298326,12263130,12318430
12694779,11964543,12217486,12640401,12379370,12350916,12369795,12330879,12290129,12245450,12356606,12243592,12305110,12294294,12301045,12246491,12282358,12303423,12299042,12273191,12328136
12722193,12007990,12217528,12641046,12401374,12354658,12370682,12333260,12295463,12248669,12358154,12243662,12308833,12295567,12302057,12255933,12288962,12305419,12305495,12277997,12330143
12756332,12012101,12227438,12658400,12401701,12359336,12371618,12333879,12311572,12250436,12359395,12249358,12309836,12297639,12304130,12256573,12293899,12305912,12306470,12278005,12338889
12765079,12092657,12234985,12661169,12403726,12364423,12385602,12337219,12320047,12251818,12359424,12252081,12317829,12298683,12305678,12260305,12296255,12306534,12310425,12281631,12339139
12850004,12134228,12252393,12666590,12406308,12365729,12389562,12340746,12322130,12252927,12365272,12252966,12319300,12302761,12306291,12261936,12300008,12307514,12311420,12293609,12341709
12855661,12170388,12253324,12674049,12406415,12369303,12398903,12341141,12322210,12254230,12368165,12254229,12323743,12310315,12307725,12278735,12300321,12308372,12314107,12298069,12342484
12936187,12182508,12260151,12679131,12417543,12370651,12399118,12359705,12326005,12255171,12368594,12254725,12327137,12310347,12309982,12278786,12306834,12308912,12318448,12303563,12344740
13055527,12199839,12266285,12683085,12422817,12384877,12403764,12365126,12327081,12256151,12370250,12264074,12328758,12310980,12313088,12278794,12309743,12311261,12322113,12303912,12349584
13079605,12205467,12275139,12694512,12425243,12389353,12409392,12372996,12330641,12259894,12377828,12266203,12330026,12318551,12321504,12280367,12315052,12311638,12328221,12305578,12359029
13126893,12244593,12280880,12714526,12426482,12390173,12413511,12378262,12332037,12261213,12380041,12267233,12338317,12318679,12323262,12285282,12324769,12315933,12328851,12307960,12363187
13149773,12258317,12285598,12722222,12429770,12401185,12414084,12378753,12334183,12261770,12380988,12267606,12339196,12318903,12326113,12288267,12326161,12316701,12334157,12312703,12364536
13161512,12319845,12295153,12754427,12435282,12402343,12414271,12383465,12335681,12261812,12381355,12267848,12342987,12320857,12329068,12296008,12326337,12319965,12344364,12314630,12368140
13180611,12322363,12301445,12763505,12440106,12402996,12422322,12383872,12338698,12261878,12386826,12270051,12343024,12331906,12340495,12299423,12327902,12334962,12350062,12320435,12372115
13190104,12336504,12309335,12764308,12452506,12408332,12422668,12384792,12350492,12262140,12388232,12280879,12344805,12333138,12346144,12300789,12333120,12335351,12350580,12324261,12372848
13208028,12380197,12312789,12767170,12453891,12411050,12425010,12385196,12351965,12262498,12388262,12288478,12358712,12334387,12346211,12302350,12333466,12336512,12352800,12327248,12376622
13209015,12424863,12335151,12768553,12462213,12414574,12432149,12395591,12352204,12264383,12388906,12290603,12359092,12335564,12350543,12304401,12334844,12344276,12358204,12332063,12377121
13219372,12429859,12337569,12785983,12464145,12426955,12433067,12397392,12352379,12267158,12391036,12293107,12360125,12337335,12351529,12305880,12336112,12345768,12365301,12333697,12382774
13233165,12437468,12348071,12789043,12464465,12429396,12436134,12397817,12353442,12269131,12393594,12293918,12364292,12339720,12351713,12305997,12337798,12347272,12366105,12335648,12383777
13251654,12489187,12353206,12795708,12477913,12431609,12436575,12401473,12354580,12272316,12397969,12297627,12364393,12341314,12356477,12306189,12338788,12349786,12366281,12336008,12386455
13260018,12503811,12390586,12806406,12482456,12435521,12442608,12403211,12356780,12273841,12410229,12299545,12365880,12343067,12358991,12308284,12347235,12349872,12367120,12337330,12393123
13263242,12517014,12393166,12809610,12484980,12437033,12444105,12404751,12356941,12276119,12416146,12303337,12366779,12343155,12368200,12311047,12347934,12350086,12367819,12338296,12400335
13263791,12529316,12396613,12847756,12485848,12438639,12450486,12404970,12358101,12276517,12418430,12303403,12367134,12345324,12372181,12314885,12348561,12354110,12368104,12340748,12403153
13269046,12544031,12405475,12867099,12493467,12441607,12453161,12413142,12359369,12280273,12419858,12306840,12368333,12346315,12381542,12315531,12349715,12355450,12369464,12342876,12403892
13306035,12571739,12406165,12886175,12508686,12453113,12458447,12413696,12367151,12286454,12420391,12307929,12370674,12350316,12385232,12322028,12351671,12365458,12373095,12343372,12408382
13310285,12586681,12408715,12905308,12543398,12462055,12466101,12416498,12372886,12289134,12420436,12308297,12370860,12350756,12387367,12326692,12352618,12366051,12374734,12345936,12408911
13331906,12690891,12424922,12908444,12563295,12463669,12467102,12419810,12376499,12292951,12422171,12308334,12376604,12352734,12388109,12326912,12353728,12370394,12383454,12346306,12409348
13341092,12728977,12429462,12930150,12572761,12477567,12480174,12421625,12377120,12295424,12426480,12310741,12378268,12356556,12389376,12327275,12353982,12371940,12384479,12358865,12410400
13358060,12744114,12443216,12950988,12574458,12481591,12487946,12422150,12378464,12300207,12426930,12317124,12378784,12357958,12390890,12328458,12356746,12372083,12387551,12359597,12413216
13374392,12751355,12443485,12951362,12577161,12491635,12497400,12441938,12378765,12309694,12435760,12321715,12379375,12374145,12392035,12329810,12367052,12372702,12388723,12359954,12414765
13374878,12752860,12445487,12959475,12584581,12497039,12497672,12446699,12384809,12311778,12436623,12324134,12382408,12375426,12395599,12332760,12370775,12386575,12389785,12362175,12421264
13378849,12794370,12445820,12965847,12601555,12503904,12499207,12452821,12390156,12315704,12442310,12324935,12384531,12377128,12396352,12339172,12371251,12389671,12391664,12374865,12421588
13380173,12836193,12450755,12981412,12607819,12517862,12502085,12454047,12394925,12316003,12444532,12325354,12386152,12382542,12397360,12340678,12372097,12390687,12394142,12375353,12423926
13395397,12837677,12453268,12990709,12610651,12530745,12525529,12472543,12398211,12318128,12444694,12326813,12387050,12384579,12403084,12345610,12378419,12399510,12394189,12378397,12424977
13396099,12853437,12466616,12997251,12611175,12553704,12526611,12486668,12401185,12323756,12445859,12327687,12389323,12386150,12404916,12346071,12382804,12399847,12394920,12380437,12427653
13397171,12856545,12494551,13004667,12613863,12555919,12527023,12486937,12404435,12324963,12445935,12328842,12393718,12398927,12408081,12354567,12383495,12401621,12396106,12385106,12434980
13398553,12868442,12507095,13008556,12619278,12565664,12534947,12488274,12406802,12325448,12448634,12329107,12396107,12401532,12409443,12356501,12386784,12405988,12396709,12386651,12436277
13408165,12941393,12515484,13044336,12620888,12568669,12535036,12491606,12412138,12332028,12450227,12330962,12396477,12403916,12409483,12357049,12391329,12409638,12397210,12389559,12440274
13412060,12986558,12523523,13055115,12639688,12594473,12543998,12498041,12416270,12333633,12451048,12335534,12398030,12404837,12411841,12359192,12396193,12410460,12400997,12390392,12445883
13425105,13011782,12535111,13055680,12658856,12602367,12549071,12505122,12418543,12336296,12456328,12335875,12399183,12406045,12412209,12363241,12401789,12412248,12408925,12390429,12446137
13428269,13041427,12562944,13069593,12659176,12606886,12557390,12508308,12420078,12342058,12456515,12335887,12407703,12413560,12419220,12364426,12406346,12415676,12411028,12394204,12451514
13430809,13057501,12605529,13070775,12659968,12636469,12576493,12508781,12423804,12346687,12465632,12341592,12409230,12414702,12419441,12369225,12409708,12415863,12417424,12394275,12453038
13431803,13126037,12634256,13086697,12663275,12638116,12579569,12510253,12426585,12348759,12466073,12342849,12413150,12417947,12422059,12371331,12414001,12417697,12418434,12396873,12456499
13434337,13136271,12644115,13092156,12670201,12640601,12601544,12510589,12428309,12349473,12472868,12346828,12413305,12421056,12423823,12374583,12414020,12418227,12421369,12402989,12457451
13436540,13139293,12693614,13099248,12670419,12641346,12603324,12521167,12443268,12354738,12473246,12349792,12416782,12422256,12431205,12375290,12415718,12419936,12425235,12403607,12465964
13455792,13149688,12713493,13106306,12683027,12644381,12603822,12522295,12446694,12358042,12480120,12353953,12417635,12424367,12432110,12377556,12417096,12423400,12430779,12406174,12467100
13458727,13166810,12717196,13107770,12700628,12645417,12608886,12529166,12451458,12365481,12486738,12355359,12419924,12426807,12432699,12378944,12418232,12424068,12434824,12408540,12468607
13464488,13174178,12723660,13110298,12708764,12651629,12609353,12530304,12456396,12367126,12486934,12356570,12424221,12431244,12435376,12385907,12418906,12428266,12436422,12413083,12472350
13466613,13174673,12725417,13117650,12713079,12665930,12614684,12531157,12459080,12373672,12488218,12356687,12425118,12431263,12438675,12387686,12420464,12429726,12436724,12416628,12475886
13467361,13189305,12753327,13117952,12717584,12671097,12619013,12545828,12459785,12390319,12489365,12358526,12427061,12435639,12439839,12388801,12422405,12434218,12437160,12417139,12484677
13476988,13199776,12757287,13128675,12722790,12680545,12624789,12550751,12466466,12404214,12489678,12362581,12433733,12446944,12441917,12389461,12424686,12435680,12437569,12419710,12485617
13483541,13208740,12760098,13153068,12740135,12687966,12629713,12563313,12467213,12407028,12490624,12363073,12434452,12452087,12443669,12392220,12426061,12444141,12440224,12421851,12487375
13503603,13213458,12783945,13190830,12756375,12698769,12629885,12570763,12473315,12410980,12492583,12367401,12439352,12452966,12458501,12401103,12427094,12446908,12441585,12423711,12488234
13507337,13216989,12801652,13195968,12761972,12706191,12631096,12574230,12474367,12414296,12494858,12368374,12439430,12454684,12459265,12403364,12429499,12449160,12444275,12425716,12490032
13509745,13223286,12821968,13207465,12763516,12717214,12646881,12591248,12474786,12417460,12502556,12369425,12440350,12459195,12467549,12407429,12429532,12450264,12446839,12428367,12490923
13519912,13228873,12827719,13207686,12776168,12722119,12656346,12597530,12475774,12435061,12505395,12369632,12447743,12460486,12468268,12410781,12429951,12456769,12453387,12438298,12497193
13574969,13235563,12839475,13210043,12786107,12723392,12657789,12600918,12481460,12437239,12506816,12373090,12448546,12462446,12470713,12415634,12432853,12456900,12457140,12446170,12498338
13594877,13236663,12849848,13218151,12819596,12731894,12659220,12615776,12483680,12441243,12510873,12373437,12454652,12467119,12473487,12419865,12433019,12458156,12463424,12457622,12500655
13595110,13236714,12861449,13225077,12823440,12753687,12665051,12616861,12488701,12441520,12511555,12377279,12461701,12467507,12474498,12424221,12446222,12464335,12471115,12463194,12501022
13597039,13237443,12866164,13226733,12825834,12755112,12667032,12618477,12490486,12442950,12520728,12380637,12463961,12475643,12479210,12428394,12447595,12469707,12473040,12467403,12501527
13611744,13242037,12892674,13235580,12830898,12758203,12672936,12621423,12490526,12443231,12522268,12381848,12466563,12493304,12484336,12428682,12449459,12473785,12473167,12468633,12504789
13614501,13242080,12892930,13235778,12832694,12767565,12683590,12621854,12500252,12444835,12527486,12388508,12473535,12493671,12485625,12430399,12449519,12483091,12473493,12487110,12505553
13671630,13249372,12898160,13235819,12835682,12767768,12692851,12628419,12501661,12444995,12530619,12390202,12491964,12499601,12495160,12433137,12459131,12486678,12475270,12488159,12511969
13680329,13252571,12920283,13246299,12857646,12768589,12694453,12633567,12504041,12448602,12530978,12394403,12502369,12500104,12495639,12435810,12462844,12488842,12475414,12491629,12512283
13826228,13253171,12922783,13253535,12869865,12779829,12702191,12637629,12505866,12453287,12531540,12394718,12507800,12500963,12497626,12440244,12466570,12494827,12476099,12491939,12512896
13837255,13254447,12935681,13254969,12871723,12779950,12702490,12645259,12506916,12457730,12540634,12396736,12515740,12503459,12498645,12442889,12466615,12495292,12477743,12499034,12521580
13865844,13255571,12948984,13258735,12873236,12786336,12707486,12646351,12512656,12463609,12543342,12404678,12517173,12505202,12501318,12445636,12470729,12497609,12480424,12503885,12528805
13968609,13258970,12976912,13268219,12874766,12791865,12708715,12657298,12513234,12467633,12556611,12405782,12520591,12508171,12506370,12448837,12477161,12501238,12488013,12505020,12528952
14038445,13266145,12976969,13269298,12889222,12793591,12709727,12680197,12517954,12473955,12563762,12411723,12522734,12516928,12507567,12450417,12477688,12501416,12488790,12506341,12529703
14097927,13270028,13021706,13283585,12896808,12794048,12715456,12681796,12522880,12477303,12568001,12412014,12523172,12519670,12511149,12456756,12477746,12504057,12489368,12508120,12532559
14156969,13270759,13028822,13286295,12900218,12797490,12730938,12684298,12537265,12480406,12571441,12412657,12524181,12528218,12514184,12462610,12479299,12505074,12490044,12509905,12533344
14204271,13272449,13028908,13290133,12900836,12802379,12746167,12686944,12545575,12485005,12572293,12416944,12527759,12532169,12519174,12464384,12488585,12506667,12491674,12515113,12535857
14279048,13281843,13036160,13297090,12906719,12805352,12748034,12689903,12557523,12488166,12583919,12422466,12529116,12540022,12520373,12464560,12493396,12508157,12504561,12518692,12536242
14282955,13285363,13051664,13300556,12907893,12806644,12750362,12691365,12558161,12492234,12591912,12422576,12534453,12545649,12521191,12469803,12495322,12512658,12509019,12520087,12538196
14291932,13291818,13094545,13301177,12917783,12810390,12760392,12692619,12573238,12504058,12597044,12424917,12537317,12546686,12526663,12470564,12499544,12520788,12509751,12531958,12545475
14296445,13298462,13118212,13301508,12922447,12817597,12772872,12692824,12573384,12504599,12599398,12425991,12537651,12546821,12533924,12483224,12508342,12523835,12513969,12532445,12555012
14301817,13301164,13118826,13313498,12936693,12819311,12774868,12695306,12577508,12505624,12602201,12440553,12537766,12552025,12538588,12485178,12509424,12527605,12517877,12537940,12555974
14303112,13320156,13130378,13327898,12936838,12821577,12784905,12696440,12597744,12506751,12606447,12442492,12541070,12565193,12547290,12491000,12511028,12529536,12521915,12539130,12557133
14306657,13334121,13132001,13332141,12969042,12840370,12792627,12718466,12604233,12509942,12613803,12442503,12542414,12566505,12547936,12492164,12511419,12537828,12529801,12544659,12560507
14315584,13342465,13140981,13343687,12980901,12840940,12793778,12724344,12621732,12513181,12623295,12446802,12549430,12571940,12551461,12494595,12516877,12542481,12537026,12545582,12561812
14327283,13346470,13151820,13344103,12999048,12851232,12799879,12724364,12621905,12515759,12626641,12455243,12557681,12577050,12556511,12495196,12518822,12542757,12537438,12551796,12562953
14338554,13346896,13152083,13346280,13025468,12856204,12800395,12731666,12632889,12526712,12635844,12459356,12572979,12586833,12557216,12495983,12545933,12550701,12550732,12553013,12571282
14344664,13348232,13163835,13348596,13026762,12867000,12803726,12741482,12657823,12526901,12637622,12475876,12577696,12602980,12560190,12496738,12546300,12551283,12552684,12558037,12571430
14353544,13349684,13164105,13351785,13037426,12868545,12810448,12774695,12657846,12542721,12646078,12477671,12581446,12604268,12570816,12508843,12548881,12552724,12574861,12562918,12586011
